sample_i,sample_j,signature_distance,high_mode_distance,high_distance_over_delta_h,sample_i_high_norm,sample_j_high_norm,action_i,action_j,action_agree
0,13267,0.015846579363057167,0.003937833091675863,1.1352569651899926,0.0704354300453263,0.07093348284531319,0,0,True
0,19901,0.01728088555959135,0.004179313275105963,1.204874456285256,0.0704354300453263,0.07017259114453019,0,0,True
0,17915,0.019998546270980393,0.00507845127634545,1.4640913034217924,0.0704354300453263,0.06993443056377588,0,0,True
0,11281,0.022187029342402916,0.005460846575662122,1.5743338954511088,0.0704354300453263,0.07070445889765505,0,0,True
0,37815,0.024155946390137857,0.004683496204964427,1.3502277939017386,0.0704354300453263,0.07166209534929877,0,0,True
0,49097,0.024456824498119183,0.006272528574198648,1.808337628190773,0.0704354300453263,0.06994457369888327,0,0,True
0,6633,0.025255746305561117,0.00524373232765173,1.5117409778343571,0.0704354300453263,0.07165310231811349,0,0,True
0,42463,0.027108273270049454,0.006722520394470968,1.9380679484835674,0.0704354300453263,0.07071424934436252,0,0,True
0,24549,0.027358174097702904,0.006055739917574693,1.7458385768910172,0.0704354300453263,0.06914696995692766,0,0,True
0,26535,0.02793131632543083,0.0057707742119513985,1.6636844340877102,0.0704354300453263,0.06938837369661564,0,0,True
0,44450,0.028489806507681122,0.005221831806329802,1.505427170521252,0.0704354300453263,0.06887830545386393,0,0,True
0,13268,0.02952923982886356,0.005349830794484555,1.542328618464063,0.0704354300453263,0.06886809158820326,0,0,True
0,33168,0.029699151887374858,0.0076832851508093405,2.2150514711848857,0.0704354300453263,0.07067806345878079,0,0,True
0,17914,0.031448668016780264,0.005854077878625121,1.6877004514291056,0.0704354300453263,0.07189471616101967,0,0,True
0,26534,0.03167270609256465,0.007875957967370175,2.2705980502072007,0.0704354300453263,0.07141361273615097,0,0,True
0,4647,0.032046203594638986,0.0069998395240106525,2.0180176228503823,0.0704354300453263,0.07143846029276406,0,0,True
0,49096,0.033967212078875694,0.006543403933405203,1.8864295968137272,0.0704354300453263,0.07190343636949938,0,0,True
0,39802,0.0345297143954558,0.00832781524701903,2.4008661728144123,0.0704354300453263,0.06990710097593485,0,0,True
0,1986,0.034615734380222064,0.008942480613717923,2.5780710269970477,0.0704354300453263,0.07066825069021986,0,0,True
0,4648,0.03574142285713541,0.008959573020565596,2.5829986797121163,0.0704354300453263,0.06941594845466852,0,0,True
0,35829,0.036261334775018826,0.008143979838671546,2.3478673729881328,0.0704354300453263,0.07144767087996184,0,0,True
0,31181,0.0379909904582134,0.007048462508934841,2.0320353785597844,0.0704354300453263,0.07232417350807145,0,0,True
0,1,0.03828427208326097,0.007396846351623171,2.132472643107039,0.0704354300453263,0.0683522628148166,0,0,True
0,31183,0.03910770867526703,0.007871120738026373,2.269203501942476,0.0704354300453263,0.06836225964906907,0,0,True
0,8620,0.039379329425684215,0.009566769757419814,2.7580503664409264,0.0704354300453263,0.0698969471361268,0,0,True
0,19900,0.039394247543537014,0.00884643722351298,2.5503822130853795,0.0704354300453263,0.07209739780067446,0,0,True
0,29196,0.03952035168793723,0.010163683068918067,2.930137394691436,0.0704354300453263,0.07020972665908375,0,0,True
0,35830,0.039983270729535024,0.0101165860617596,2.9165595704994263,0.0704354300453263,0.06942618674751949,0,0,True
0,33169,0.04109499145797372,0.00791921854375185,2.2830698511982703,0.0704354300453263,0.06860062387187987,0,0,True
0,11282,0.042402456510735834,0.009806415240618998,2.8271389229247696,0.0704354300453263,0.06862797523575245,0,0,True
0,46436,0.04394464366948791,0.009638649821409207,2.7787730180623877,0.0704354300453263,0.06911938971657224,0,0,True
0,19902,0.04413432538474902,0.007980450710139189,2.300722768873183,0.0704354300453263,0.0680893282127228,0,0,True
0,1987,0.044310728312875663,0.00877974862418352,2.5311562339427964,0.0704354300453263,0.06859047253046327,0,0,True
