phase,policyLabel,trialId,controllerFamily,sensorTier,cellId,axis,severity,seed,configHash,terminalOutcome,steps,regimeRetention,terminalAlignment,terminalDistance,pathEfficiency,timeToSuccess,saturationCount,failurePattern
phase3-probe-slate,Phase6-scale2-lambda-0.91-scale-2.0,Phase6-scale2-lambda-0.91-scale-2.0_local-probe-field_nominal_seed_10000,json_policy,local-probe-field,nominal,nominal,nominal,10000,611e841f,timeout,200,0.11,0.92718307,0.58328305,0.98950851,200,103,oscillation
phase3-probe-slate,Phase6-scale2-lambda-0.91-scale-2.0,Phase6-scale2-lambda-0.91-scale-2.0_local-probe-field_nominal_seed_10001,json_policy,local-probe-field,nominal,nominal,nominal,10001,0571bca5,success,74,0.27027027,0.99768243,0.102182,0.94916569,74,45,success
phase3-probe-slate,Phase6-scale2-lambda-0.91-scale-2.0,Phase6-scale2-lambda-0.91-scale-2.0_local-probe-field_nominal_seed_10002,json_policy,local-probe-field,nominal,nominal,nominal,10002,162ea2e7,success,107,0.17757009,0.99699061,0.11645884,0.99607975,107,86,success
phase3-probe-slate,Phase6-scale2-lambda-0.91-scale-2.0,Phase6-scale2-lambda-0.91-scale-2.0_local-probe-field_nominal_seed_10003,json_policy,local-probe-field,nominal,nominal,nominal,10003,c2fdfb59,timeout,200,0.07,0.90964798,0.65279335,0.98707006,200,94,oscillation
phase3-probe-slate,Phase6-scale2-lambda-0.91-scale-2.0,Phase6-scale2-lambda-0.91-scale-2.0_local-probe-field_nominal_seed_10004,json_policy,local-probe-field,nominal,nominal,nominal,10004,ccbb7837,timeout,200,0.405,0.97627753,0.32869091,0.93445519,200,60,oscillation
phase3-probe-slate,Phase6-scale2-lambda-0.91-scale-2.0,Phase6-scale2-lambda-0.91-scale-2.0_local-probe-field_nominal_seed_10005,json_policy,local-probe-field,nominal,nominal,nominal,10005,b48dec0d,timeout,200,0.125,0.91830116,0.6193016,0.93158336,200,29,oscillation
phase3-probe-slate,Phase6-scale2-lambda-0.91-scale-2.0,Phase6-scale2-lambda-0.91-scale-2.0_local-probe-field_nominal_seed_10006,json_policy,local-probe-field,nominal,nominal,nominal,10006,f6d924df,success,85,0.2,0.99853398,0.08125214,0.99855151,85,71,success
phase3-probe-slate,Phase6-scale2-lambda-0.91-scale-2.0,Phase6-scale2-lambda-0.91-scale-2.0_local-probe-field_nominal_seed_10007,json_policy,local-probe-field,nominal,nominal,nominal,10007,426cebb9,timeout,200,0.79,0.96762022,0.3848639,0.94781857,200,19,oscillation
phase3-probe-slate,Phase6-scale2-lambda-0.91-scale-2.0,Phase6-scale2-lambda-0.91-scale-2.0_local-probe-field_nominal_seed_10008,json_policy,local-probe-field,nominal,nominal,nominal,10008,2a80cf7f,success,117,0.15384615,0.99916745,0.06122136,0.83254873,117,84,success
phase3-probe-slate,Phase6-scale2-lambda-0.91-scale-2.0,Phase6-scale2-lambda-0.91-scale-2.0_local-probe-field_nominal_seed_10009,json_policy,local-probe-field,nominal,nominal,nominal,10009,591f4e25,success,90,0.2,0.99530039,0.14559562,0.9838224,90,74,success
phase3-probe-slate,Phase6-scale2-lambda-0.91-scale-2.0,Phase6-scale2-lambda-0.91-scale-2.0_local-probe-field_nominal_seed_10010,json_policy,local-probe-field,nominal,nominal,nominal,10010,71e02d19,success,47,0.36170213,0.99946339,0.04914668,0.94126086,47,28,success
phase3-probe-slate,Phase6-scale2-lambda-0.91-scale-2.0,Phase6-scale2-lambda-0.91-scale-2.0_local-probe-field_nominal_seed_10011,json_policy,local-probe-field,nominal,nominal,nominal,10011,2b9188c7,timeout,200,0,0.85790374,0.83047287,0.99355852,200,124,false-basin-capture
phase3-probe-slate,Phase6-scale2-lambda-0.91-scale-2.0,Phase6-scale2-lambda-0.91-scale-2.0_local-probe-field_nominal_seed_10012,json_policy,local-probe-field,nominal,nominal,nominal,10012,8adc46f9,success,90,0.17777778,0.999922,0.01873509,0.86525696,90,74,success
phase3-probe-slate,Phase6-scale2-lambda-0.91-scale-2.0,Phase6-scale2-lambda-0.91-scale-2.0_local-probe-field_nominal_seed_10013,json_policy,local-probe-field,nominal,nominal,nominal,10013,caaa908b,success,91,0.1978022,0.99636771,0.12796501,0.95107476,91,67,success
phase3-probe-slate,Phase6-scale2-lambda-0.91-scale-2.0,Phase6-scale2-lambda-0.91-scale-2.0_local-probe-field_nominal_seed_10014,json_policy,local-probe-field,nominal,nominal,nominal,10014,c2b01479,timeout,200,0,0.85253133,0.84732163,0.88206152,200,13,oscillation
phase3-probe-slate,Phase6-scale2-lambda-0.91-scale-2.0,Phase6-scale2-lambda-0.91-scale-2.0_local-probe-field_nominal_seed_10015,json_policy,local-probe-field,nominal,nominal,nominal,10015,66f356bf,timeout,200,0.595,0.9903554,0.20883332,0.98250374,200,75,oscillation
phase3-probe-slate,Phase6-scale2-lambda-0.91-scale-2.0,Phase6-scale2-lambda-0.91-scale-2.0_local-probe-field_nominal_seed_10016,json_policy,local-probe-field,nominal,nominal,nominal,10016,e0d7efb9,timeout,200,0.605,0.97779551,0.31787771,0.99716978,200,60,oscillation
phase3-probe-slate,Phase6-scale2-lambda-0.91-scale-2.0,Phase6-scale2-lambda-0.91-scale-2.0_local-probe-field_nominal_seed_10017,json_policy,local-probe-field,nominal,nominal,nominal,10017,3be1259b,success,76,0.25,0.99682695,0.11958849,0.99766704,76,59,success
phase3-probe-slate,Phase6-scale2-lambda-0.91-scale-2.0,Phase6-scale2-lambda-0.91-scale-2.0_local-probe-field_nominal_seed_10018,json_policy,local-probe-field,nominal,nominal,nominal,10018,1003b8d9,success,131,0.16030534,0.99533853,0.1450022,0.8175679,131,87,success
