sample_i,sample_j,signature_distance,high_mode_distance,high_distance_over_delta_h,sample_i_high_norm,sample_j_high_norm,action_i,action_j,action_agree
40,41,0.05325845724897816,0.04722133183468685,2.6825269348752734,0.25586723864169014,0.2531647882202432,0,0,True
41,42,0.0465838628718193,0.04776207410372971,2.713245164225753,0.2531647882202432,0.25148909206963593,0,0,True
41,40,0.05325845724897816,0.04722133183468685,2.6825269348752734,0.2531647882202432,0.25586723864169014,0,0,True
42,43,0.04571475567336186,0.045376127744884975,2.577705459518248,0.25148909206963593,0.2565605611238173,0,0,True
42,41,0.0465838628718193,0.04776207410372971,2.713245164225753,0.25148909206963593,0.2531647882202432,0,0,True
43,42,0.04571475567336186,0.045376127744884975,2.577705459518248,0.2565605611238173,0.25148909206963593,0,0,True
43,44,0.048619236037641136,0.03985609482216784,2.2641260575558935,0.2565605611238173,0.26521006949768017,0,0,True
44,45,0.04776148244210318,0.03827326121087904,2.1742091994170223,0.26521006949768017,0.2707162610134113,0,0,True
44,43,0.048619236037641136,0.03985609482216784,2.2641260575558935,0.26521006949768017,0.2565605611238173,0,0,True
45,46,0.041772476430509846,0.040036044835583706,2.2743485722365286,0.2707162610134113,0.27369318553180433,0,0,True
45,44,0.04776148244210318,0.03827326121087904,2.1742091994170223,0.2707162610134113,0.26521006949768017,0,0,True
46,47,0.03855340386041351,0.037508815951232746,2.130782957090401,0.27369318553180433,0.27812487062449803,0,0,True
46,45,0.041772476430509846,0.040036044835583706,2.2743485722365286,0.27369318553180433,0.2707162610134113,0,0,True
47,46,0.03855340386041351,0.037508815951232746,2.130782957090401,0.27812487062449803,0.27369318553180433,0,0,True
47,48,0.04200082181225904,0.032589968128073576,1.851355392015148,0.27812487062449803,0.2819738497312922,0,0,True
48,47,0.04200082181225904,0.032589968128073576,1.851355392015148,0.2819738497312922,0.27812487062449803,0,0,True
48,49,0.043205931039247386,0.03660862773994578,2.0796454937996964,0.2819738497312922,0.28091024765178174,0,0,True
49,50,0.039127455882414196,0.04525294885260898,2.570707971656295,0.28091024765178174,0.2760495570721823,0,0,True
49,48,0.043205931039247386,0.03660862773994578,2.0796454937996964,0.28091024765178174,0.2819738497312922,0,0,True
50,51,0.035492127232931936,0.04858954447031091,2.7602517068183254,0.2760495570721823,0.27164950437118257,0,0,True
50,49,0.039127455882414196,0.04525294885260898,2.570707971656295,0.2760495570721823,0.28091024765178174,0,0,True
51,50,0.035492127232931936,0.04858954447031091,2.7602517068183254,0.27164950437118257,0.2760495570721823,0,0,True
51,52,0.036115950292600264,0.04570154667502241,2.596191703156356,0.27164950437118257,0.2698111573727504,0,0,True
52,51,0.036115950292600264,0.04570154667502241,2.596191703156356,0.2698111573727504,0.27164950437118257,0,0,True
52,53,0.03899263224346546,0.03979677824751365,2.2607564298259635,0.2698111573727504,0.2701012842546601,0,0,True
53,52,0.03899263224346546,0.03979677824751365,2.2607564298259635,0.2701012842546601,0.2698111573727504,0,0,True
53,54,0.04064200678423447,0.03604675028668335,2.0477266269673886,0.2701012842546601,0.2717031230272123,0,0,True
54,53,0.04064200678423447,0.03604675028668335,2.0477266269673886,0.2717031230272123,0.2701012842546601,0,0,True
54,55,0.04101408572528844,0.03639189432368507,2.06733340508432,0.2717031230272123,0.27354250643482025,0,0,True
55,54,0.04101408572528844,0.03639189432368507,2.06733340508432,0.27354250643482025,0.2717031230272123,0,0,True
55,56,0.04239183771580918,0.036055193957012836,2.0482062909710925,0.27354250643482025,0.2729827112604213,0,0,True
56,55,0.04239183771580918,0.036055193957012836,2.0482062909710925,0.2729827112604213,0.27354250643482025,0,0,True
56,57,0.04346667782820859,0.03274769019627085,1.8603151921674306,0.2729827112604213,0.26717956350757827,0,0,True
57,58,0.041081187845006265,0.02988403981864969,1.6976383050155153,0.26717956350757827,0.25663923675457717,0,0,True
57,56,0.04346667782820859,0.03274769019627085,1.8603151921674306,0.26717956350757827,0.2729827112604213,0,0,True
58,59,0.03533221905381732,0.029355375753644705,1.6676062085290961,0.25663923675457717,0.24564600274983306,0,0,True
58,57,0.041081187845006265,0.02988403981864969,1.6976383050155153,0.25663923675457717,0.26717956350757827,0,0,True
59,60,0.028234586091930046,0.02905271736279067,1.6504129347693846,0.24564600274983306,0.23781184248790177,0,0,True
59,58,0.03533221905381732,0.029355375753644705,1.6676062085290961,0.24564600274983306,0.25663923675457717,0,0,True
59,61,0.04880251927220878,0.05384286363933101,3.058679760853885,0.24564600274983306,0.23292444142147387,0,0,True
60,61,0.023078954426781123,0.02677384466781242,1.5209558197766961,0.23781184248790177,0.23292444142147387,0,0,True
60,59,0.028234586091930046,0.02905271736279067,1.6504129347693846,0.23781184248790177,0.24564600274983306,0,0,True
60,62,0.0436981557606704,0.04674556858868435,2.655500002926524,0.23781184248790177,0.22926134112596702,0,0,True
61,60,0.023078954426781123,0.02677384466781242,1.5209558197766961,0.23292444142147387,0.23781184248790177,0,0,True
61,62,0.023244925840942666,0.021876686277093316,1.2427603776522804,0.23292444142147387,0.22926134112596702,0,0,True
61,63,0.04644428475705424,0.03696085157135434,2.0996544575063147,0.23292444142147387,0.22697337372262125,0,0,True
61,59,0.04880251927220878,0.05384286363933101,3.058679760853885,0.23292444142147387,0.24564600274983306,0,0,True
62,61,0.023244925840942666,0.021876686277093316,1.2427603776522804,0.22926134112596702,0.23292444142147387,0,0,True
62,63,0.024622265144937497,0.01762417874726228,1.0011859546887967,0.22926134112596702,0.22697337372262125,0,0,True
62,60,0.0436981557606704,0.04674556858868435,2.655500002926524,0.22926134112596702,0.23781184248790177,0,0,True
62,64,0.046301080598422834,0.03298362091921825,1.8737178323404486,0.22926134112596702,0.2273517551178054,0,0,True
63,64,0.022722532053712666,0.0177466152515996,1.0081412693302099,0.22697337372262125,0.2273517551178054,0,0,True
63,62,0.024622265144937497,0.01762417874726228,1.0011859546887967,0.22697337372262125,0.22926134112596702,0,0,True
63,65,0.04137361533080889,0.03470284308634972,1.9713825866195125,0.22697337372262125,0.22967093667407376,0,0,True
63,61,0.04644428475705424,0.03696085157135434,2.0996544575063147,0.22697337372262125,0.23292444142147387,0,0,True
63,66,0.0577341221763148,0.04829729776784168,2.743649895294951,0.22697337372262125,0.2316558719063667,0,0,True
64,65,0.020150399866027627,0.01824167355447795,1.0362643056828043,0.2273517551178054,0.22967093667407376,0,0,True
64,63,0.022722532053712666,0.0177466152515996,1.0081412693302099,0.2273517551178054,0.22697337372262125,0,0,True
64,66,0.03922649759818622,0.03388168369747742,1.9247345550437152,0.2273517551178054,0.2316558719063667,0,0,True
64,62,0.046301080598422834,0.03298362091921825,1.8737178323404486,0.2273517551178054,0.22926134112596702,0,0,True
64,67,0.05824288179879401,0.04661164707485786,2.647892253334528,0.2273517551178054,0.2327929895298102,0,0,True
65,64,0.020150399866027627,0.01824167355447795,1.0362643056828043,0.22967093667407376,0.2273517551178054,0,0,True
65,67,0.040910291196175785,0.03206470109460882,1.821516272479002,0.22967093667407376,0.2327929895298102,0,0,True
65,63,0.04137361533080889,0.03470284308634972,1.9713825866195125,0.22967093667407376,0.22697337372262125,0,0,True
66,64,0.03922649759818622,0.03388168369747742,1.9247345550437152,0.2316558719063667,0.2273517551178054,0,0,True
66,68,0.04234354857174143,0.03281769549255688,1.864292019706489,0.2316558719063667,0.2342878775449152,0,0,True
66,63,0.0577341221763148,0.04829729776784168,2.743649895294951,0.2316558719063667,0.22697337372262125,0,0,True
67,65,0.040910291196175785,0.03206470109460882,1.821516272479002,0.2327929895298102,0.22967093667407376,0,0,True
67,69,0.043009423342588456,0.03411407914088093,1.9379363647396939,0.2327929895298102,0.2367594566431921,0,0,True
67,64,0.05824288179879401,0.04661164707485786,2.647892253334528,0.2327929895298102,0.2273517551178054,0,0,True
68,66,0.04234354857174143,0.03281769549255688,1.864292019706489,0.2342878775449152,0.2316558719063667,0,0,True
68,70,0.04334336167268841,0.033914550317473334,1.9266016263433134,0.2342878775449152,0.2400052562918836,0,0,True
69,67,0.043009423342588456,0.03411407914088093,1.9379363647396939,0.2367594566431921,0.2327929895298102,0,0,True
69,71,0.043194200689033645,0.03241353949351747,1.8413329181481068,0.2367594566431921,0.24402952081481824,0,0,True
70,72,0.04232958172513512,0.03060475559165297,1.7385803834863007,0.2400052562918836,0.2489914950513734,0,0,True
70,68,0.04334336167268841,0.033914550317473334,1.9266016263433134,0.2400052562918836,0.2342878775449152,0,0,True
71,73,0.0406553312675428,0.029180986424251265,1.65769958253874,0.24402952081481824,0.2546138506145519,0,0,True
71,69,0.043194200689033645,0.03241353949351747,1.8413329181481068,0.24402952081481824,0.2367594566431921,0,0,True
72,74,0.03845594774380867,0.02815386762345732,1.5993515067561201,0.2489914950513734,0.260320001315774,0,0,True
72,70,0.04232958172513512,0.03060475559165297,1.7385803834863007,0.2489914950513734,0.2400052562918836,0,0,True
72,75,0.05595397038461446,0.041166099793742285,2.338544196234643,0.2489914950513734,0.265777825434649,0,0,True
73,75,0.03629987589018554,0.02725341717919293,1.5481991466592937,0.2546138506145519,0.265777825434649,0,0,True
73,71,0.0406553312675428,0.029180986424251265,1.65769958253874,0.2546138506145519,0.24402952081481824,0,0,True
73,76,0.05288939614632888,0.03998711194162582,2.2715688156955025,0.2546138506145519,0.2710144799718458,0,0,True
74,76,0.03444334694290632,0.02649769737503088,1.5052685758532784,0.260320001315774,0.2710144799718458,0,0,True
74,72,0.03845594774380867,0.02815386762345732,1.5993515067561201,0.260320001315774,0.2489914950513734,0,0,True
74,77,0.05018021710524686,0.03900618153744688,2.215844588355621,0.260320001315774,0.27609666920895864,0,0,True
75,77,0.03278984544295271,0.026000607811511,1.4770301486133257,0.265777825434649,0.27609666920895864,0,0,True
75,73,0.03629987589018554,0.02725341717919293,1.5481991466592937,0.265777825434649,0.2546138506145519,0,0,True
75,78,0.04782160889445642,0.038293114624552906,2.1753370226879922,0.265777825434649,0.280909374554018,0,0,True
75,72,0.05595397038461446,0.041166099793742285,2.338544196234643,0.265777825434649,0.2489914950513734,0,0,True
76,78,0.03136791343012257,0.025651394207894525,1.4571921884938288,0.2710144799718458,0.280909374554018,0,0,True
76,74,0.03444334694290632,0.02649769737503088,1.5052685758532784,0.2710144799718458,0.260320001315774,0,0,True
76,79,0.04607277224526234,0.03770926586827315,2.142170020535304,0.2710144799718458,0.2852462051064007,0,0,True
76,73,0.05288939614632888,0.03998711194162582,2.2715688156955025,0.2710144799718458,0.2546138506145519,0,0,True
77,79,0.030466770521721084,0.025297691967010753,1.4370992400056732,0.27609666920895864,0.2852462051064007,0,0,True
