phase,policyLabel,trialId,controllerFamily,sensorTier,cellId,axis,severity,seed,configHash,terminalOutcome,steps,regimeRetention,terminalAlignment,terminalDistance,pathEfficiency,timeToSuccess,saturationCount,failurePattern
phase3-probe-slate,Phase6-scale05-lambda-0.975-scale-0.5,Phase6-scale05-lambda-0.975-scale-0.5_local-probe-field_nominal_seed_10000,json_policy,local-probe-field,nominal,nominal,nominal,10000,5e802460,timeout,200,0.13,0.91771042,0.62163514,0.98276376,200,104,false-basin-capture
phase3-probe-slate,Phase6-scale05-lambda-0.975-scale-0.5,Phase6-scale05-lambda-0.975-scale-0.5_local-probe-field_nominal_seed_10001,json_policy,local-probe-field,nominal,nominal,nominal,10001,4355e732,success,77,0.31168831,0.99182358,0.19221115,0.93728836,77,42,success
phase3-probe-slate,Phase6-scale05-lambda-0.975-scale-0.5,Phase6-scale05-lambda-0.975-scale-0.5_local-probe-field_nominal_seed_10002,json_policy,local-probe-field,nominal,nominal,nominal,10002,3a69a9e8,success,105,0.17142857,0.99904382,0.06561138,0.99426006,105,85,success
phase3-probe-slate,Phase6-scale05-lambda-0.975-scale-0.5,Phase6-scale05-lambda-0.975-scale-0.5_local-probe-field_nominal_seed_10003,json_policy,local-probe-field,nominal,nominal,nominal,10003,987ceeae,timeout,200,0.105,0.90333835,0.67635896,0.98226904,200,99,false-basin-capture
phase3-probe-slate,Phase6-scale05-lambda-0.975-scale-0.5,Phase6-scale05-lambda-0.975-scale-0.5_local-probe-field_nominal_seed_10004,json_policy,local-probe-field,nominal,nominal,nominal,10004,aaf2caf8,success,133,0.12781955,0.99902302,0.06632168,0.91628989,133,52,success
phase3-probe-slate,Phase6-scale05-lambda-0.975-scale-0.5,Phase6-scale05-lambda-0.975-scale-0.5_local-probe-field_nominal_seed_10005,json_policy,local-probe-field,nominal,nominal,nominal,10005,b0286bba,timeout,200,0.13,0.90775853,0.65992117,0.97449049,200,28,oscillation
phase3-probe-slate,Phase6-scale05-lambda-0.975-scale-0.5,Phase6-scale05-lambda-0.975-scale-0.5_local-probe-field_nominal_seed_10006,json_policy,local-probe-field,nominal,nominal,nominal,10006,a7e766a0,success,84,0.19047619,0.99860964,0.0791263,0.99685254,84,72,success
phase3-probe-slate,Phase6-scale05-lambda-0.975-scale-0.5,Phase6-scale05-lambda-0.975-scale-0.5_local-probe-field_nominal_seed_10007,json_policy,local-probe-field,nominal,nominal,nominal,10007,31e7200e,timeout,200,0.735,0.95189104,0.47103205,0.96306317,200,14,oscillation
phase3-probe-slate,Phase6-scale05-lambda-0.975-scale-0.5,Phase6-scale05-lambda-0.975-scale-0.5_local-probe-field_nominal_seed_10008,json_policy,local-probe-field,nominal,nominal,nominal,10008,dc4485c0,success,110,0.16363636,0.99710332,0.1142539,0.86370512,110,83,success
phase3-probe-slate,Phase6-scale05-lambda-0.975-scale-0.5,Phase6-scale05-lambda-0.975-scale-0.5_local-probe-field_nominal_seed_10009,json_policy,local-probe-field,nominal,nominal,nominal,10009,5138f0b2,success,95,0.17894737,0.9989794,0.06778688,0.92762994,95,80,success
phase3-probe-slate,Phase6-scale05-lambda-0.975-scale-0.5,Phase6-scale05-lambda-0.975-scale-0.5_local-probe-field_nominal_seed_10010,json_policy,local-probe-field,nominal,nominal,nominal,10010,0cd068ee,success,50,0.4,0.99570035,0.13924853,0.95505158,50,18,success
phase3-probe-slate,Phase6-scale05-lambda-0.975-scale-0.5,Phase6-scale05-lambda-0.975-scale-0.5_local-probe-field_nominal_seed_10011,json_policy,local-probe-field,nominal,nominal,nominal,10011,e1838d48,timeout,200,0.035,0.86482306,0.80841609,0.99462404,200,128,false-basin-capture
phase3-probe-slate,Phase6-scale05-lambda-0.975-scale-0.5,Phase6-scale05-lambda-0.975-scale-0.5_local-probe-field_nominal_seed_10012,json_policy,local-probe-field,nominal,nominal,nominal,10012,7d31fdce,success,91,0.21978022,0.99686385,0.11889001,0.89552277,91,65,success
phase3-probe-slate,Phase6-scale05-lambda-0.975-scale-0.5,Phase6-scale05-lambda-0.975-scale-0.5_local-probe-field_nominal_seed_10013,json_policy,local-probe-field,nominal,nominal,nominal,10013,71bc72c4,success,90,0.18888889,0.99771018,0.10156782,0.94114552,90,61,success
phase3-probe-slate,Phase6-scale05-lambda-0.975-scale-0.5,Phase6-scale05-lambda-0.975-scale-0.5_local-probe-field_nominal_seed_10014,json_policy,local-probe-field,nominal,nominal,nominal,10014,b1ee034e,timeout,200,0,0.88946717,0.7260145,0.88248425,200,11,oscillation
phase3-probe-slate,Phase6-scale05-lambda-0.975-scale-0.5,Phase6-scale05-lambda-0.975-scale-0.5_local-probe-field_nominal_seed_10015,json_policy,local-probe-field,nominal,nominal,nominal,10015,8476ff80,success,99,0.16161616,0.99540317,0.14399114,0.96588686,99,81,success
phase3-probe-slate,Phase6-scale05-lambda-0.975-scale-0.5,Phase6-scale05-lambda-0.975-scale-0.5_local-probe-field_nominal_seed_10016,json_policy,local-probe-field,nominal,nominal,nominal,10016,7f03640e,timeout,200,0.6,0.97438707,0.34170152,0.98078521,200,66,oscillation
phase3-probe-slate,Phase6-scale05-lambda-0.975-scale-0.5,Phase6-scale05-lambda-0.975-scale-0.5_local-probe-field_nominal_seed_10017,json_policy,local-probe-field,nominal,nominal,nominal,10017,7f447f14,success,74,0.21621622,0.99951423,0.04676009,0.9865111,74,62,success
phase3-probe-slate,Phase6-scale05-lambda-0.975-scale-0.5,Phase6-scale05-lambda-0.975-scale-0.5_local-probe-field_nominal_seed_10018,json_policy,local-probe-field,nominal,nominal,nominal,10018,2d05e42e,success,131,0.18320611,0.99368932,0.16878399,0.83509056,131,83,success
phase3-probe-slate,Phase6-scale05-lambda-0.975-scale-0.5,Phase6-scale05-lambda-0.975-scale-0.5_local-probe-field_nominal_seed_10019,json_policy,local-probe-field,nominal,nominal,nominal,10019,246eed78,success,62,0.25806452,0.99632754,0.12867201,0.98058069,62,44,success
phase3-probe-slate,Phase6-scale05-lambda-0.975-scale-0.5,Phase6-scale05-lambda-0.975-scale-0.5_local-probe-field_nominal_seed_10020,json_policy,local-probe-field,nominal,nominal,nominal,10020,8a2559b8,success,99,0.16161616,0.99909536,0.06381779,0.98957695,99,86,success
phase3-probe-slate,Phase6-scale05-lambda-0.975-scale-0.5,Phase6-scale05-lambda-0.975-scale-0.5_local-probe-field_nominal_seed_10021,json_policy,local-probe-field,nominal,nominal,nominal,10021,3c5d5492,timeout,200,0.8,0.98928741,0.22015163,0.95444932,200,37,oscillation
