phase,policyLabel,trialId,controllerFamily,sensorTier,cellId,axis,severity,seed,configHash,terminalOutcome,steps,regimeRetention,terminalAlignment,terminalDistance,pathEfficiency,timeToSuccess,saturationCount,failurePattern
phase3-probe-slate,Phase6-scale05-lambda-0.97-scale-0.5,Phase6-scale05-lambda-0.97-scale-0.5_local-probe-field_nominal_seed_10000,json_policy,local-probe-field,nominal,nominal,nominal,10000,9f95a067,timeout,200,0.075,0.69591203,1.27726038,0.92526975,200,109,false-basin-capture
phase3-probe-slate,Phase6-scale05-lambda-0.97-scale-0.5,Phase6-scale05-lambda-0.97-scale-0.5_local-probe-field_nominal_seed_10001,json_policy,local-probe-field,nominal,nominal,nominal,10001,8459edfd,timeout,200,0.74,0.95349366,0.46292684,0.95410234,200,48,oscillation
phase3-probe-slate,Phase6-scale05-lambda-0.97-scale-0.5,Phase6-scale05-lambda-0.97-scale-0.5_local-probe-field_nominal_seed_10002,json_policy,local-probe-field,nominal,nominal,nominal,10002,5624450f,success,109,0.18348624,0.99607454,0.1330388,0.98113823,109,81,success
phase3-probe-slate,Phase6-scale05-lambda-0.97-scale-0.5,Phase6-scale05-lambda-0.97-scale-0.5_local-probe-field_nominal_seed_10003,json_policy,local-probe-field,nominal,nominal,nominal,10003,0b2a3259,timeout,200,0.1,0.71353803,1.23241143,0.981702,200,108,false-basin-capture
phase3-probe-slate,Phase6-scale05-lambda-0.97-scale-0.5,Phase6-scale05-lambda-0.97-scale-0.5_local-probe-field_nominal_seed_10004,json_policy,local-probe-field,nominal,nominal,nominal,10004,d37ec9df,timeout,200,0,0.55675858,1.62336257,0.62175631,200,14,unclassified
phase3-probe-slate,Phase6-scale05-lambda-0.97-scale-0.5,Phase6-scale05-lambda-0.97-scale-0.5_local-probe-field_nominal_seed_10005,json_policy,local-probe-field,nominal,nominal,nominal,10005,4fa34545,timeout,200,0.08,0.78190002,1.05220141,0.90547309,200,31,false-basin-capture
phase3-probe-slate,Phase6-scale05-lambda-0.97-scale-0.5,Phase6-scale05-lambda-0.97-scale-0.5_local-probe-field_nominal_seed_10006,json_policy,local-probe-field,nominal,nominal,nominal,10006,1b0eba27,timeout,200,0.66,0.96753475,0.38537997,0.94865739,200,69,oscillation
phase3-probe-slate,Phase6-scale05-lambda-0.97-scale-0.5,Phase6-scale05-lambda-0.97-scale-0.5_local-probe-field_nominal_seed_10007,json_policy,local-probe-field,nominal,nominal,nominal,10007,6767d5b9,timeout,200,0,0.85887166,0.82741222,0.97873771,200,4,oscillation
phase3-probe-slate,Phase6-scale05-lambda-0.97-scale-0.5,Phase6-scale05-lambda-0.97-scale-0.5_local-probe-field_nominal_seed_10008,json_policy,local-probe-field,nominal,nominal,nominal,10008,24d224c7,success,134,0.14925373,0.99525302,0.14632929,0.7100165,134,91,success
phase3-probe-slate,Phase6-scale05-lambda-0.97-scale-0.5,Phase6-scale05-lambda-0.97-scale-0.5_local-probe-field_nominal_seed_10009,json_policy,local-probe-field,nominal,nominal,nominal,10009,01264a7d,success,88,0.19318182,0.99716617,0.11300599,0.98388044,88,74,success
