trial_id,case_id,seed,regime,step,time,action_index,action_family,action_key,thrust_x,thrust_y,expected_safe_time,expected_terminal_margin,expected_score,expected_delta_v,signature_baseline_action_key,signature_baseline_score,best_pre_guard_action_key,best_pre_guard_score,signature_advantage_threshold,fallback_guard_applied,candidate_scores
mu_1__dt_0p01__r_1p075__v_1p15__thrust_0p4__noise_0p01__gq_0p75__gminr_1p15__gaccel_2p5__gtidal_35__near_escape__bayes_floor_particle_mpc__seed_003,mu_1__dt_0p01__r_1p075__v_1p15__thrust_0p4__noise_0p01__gq_0p75__gminr_1p15__gaccel_2p5__gtidal_35,3,near_escape,0,0,0,signature_policy,0:0,0,0,8,0.498188,8.002491,1.334,0:0,8.002491,0:0,8.002491,0.01,false,"[{""index"":0,""kind"":""signature_policy"",""action_key"":""0:0"",""expected_safe_time"":8,""expected_terminal_margin"":0.498188,""expected_score"":8.002491,""expected_delta_v"":1.334},{""index"":1,""kind"":""lattice_first_step_then_signature_policy"",""action_key"":""0.4:0"",""expected_safe_time"":2.715703,""expected_terminal_margin"":0,""expected_score"":2.715703,""expected_delta_v"":1.086281},{""index"":2,""kind"":""lattice_first_step_then_signature_policy"",""action_key"":""-0.4:0"",""expected_safe_time"":3.642578,""expected_terminal_margin"":0,""expected_score"":3.642578,""expected_delta_v"":1.457031},{""index"":3,""kind"":""lattice_first_step_then_signature_policy"",""action_key"":""0:0.4"",""expected_safe_time"":2.309102,""expected_terminal_margin"":0,""expected_score"":2.309102,""expected_delta_v"":0.923641},{""index"":4,""kind"":""lattice_first_step_then_signature_policy"",""action_key"":""0:-0.4"",""expected_safe_time"":5.221055,""expected_terminal_margin"":0,""expected_score"":5.221055,""expected_delta_v"":2.088422},{""index"":5,""kind"":""lattice_first_step_then_signature_policy"",""action_key"":""0.28284271:0.28284271"",""expected_safe_time"":2.280039,""expected_terminal_margin"":0,""expected_score"":2.280039,""expected_delta_v"":0.912016},{""index"":6,""kind"":""lattice_first_step_then_signature_policy"",""action_key"":""0.28284271:-0.28284271"",""expected_safe_time"":7.54793,""expected_terminal_margin"":0,""expected_score"":7.54793,""expected_delta_v"":3.019172},{""index"":7,""kind"":""lattice_first_step_then_signature_policy"",""action_key"":""-0.28284271:0.28284271"",""expected_safe_time"":2.674414,""expected_terminal_margin"":0,""expected_score"":2.674414,""expected_delta_v"":1.069766},{""index"":8,""kind"":""lattice_first_step_then_signature_policy"",""action_key"":""-0.28284271:-0.28284271"",""expected_safe_time"":5.26582,""expected_terminal_margin"":0,""expected_score"":5.26582,""expected_delta_v"":2.106328}]"
mu_1__dt_0p01__r_1p075__v_1p15__thrust_0p4__noise_0p01__gq_0p75__gminr_1p15__gaccel_2p5__gtidal_35__near_escape__bayes_floor_particle_mpc__seed_003,mu_1__dt_0p01__r_1p075__v_1p15__thrust_0p4__noise_0p01__gq_0p75__gminr_1p15__gaccel_2p5__gtidal_35,3,near_escape,1,0.01,0,signature_policy,0:0,0,0,8,0.499175,8.002496,2.04,0:0,8.002496,0:0,8.002496,0.01,false,"[{""index"":0,""kind"":""signature_policy"",""action_key"":""0:0"",""expected_safe_time"":8,""expected_terminal_margin"":0.499175,""expected_score"":8.002496,""expected_delta_v"":2.04},{""index"":1,""kind"":""lattice_first_step_then_signature_policy"",""action_key"":""0.4:0"",""expected_safe_time"":2.4,""expected_terminal_margin"":0,""expected_score"":2.4,""expected_delta_v"":0.96},{""index"":2,""kind"":""lattice_first_step_then_signature_policy"",""action_key"":""-0.4:0"",""expected_safe_time"":2.94,""expected_terminal_margin"":0,""expected_score"":2.94,""expected_delta_v"":1.176},{""index"":3,""kind"":""lattice_first_step_then_signature_policy"",""action_key"":""0:0.4"",""expected_safe_time"":2.04,""expected_terminal_margin"":0,""expected_score"":2.04,""expected_delta_v"":0.816},{""index"":4,""kind"":""lattice_first_step_then_signature_policy"",""action_key"":""0:-0.4"",""expected_safe_time"":4.28,""expected_terminal_margin"":0,""expected_score"":4.28,""expected_delta_v"":1.712},{""index"":5,""kind"":""lattice_first_step_then_signature_policy"",""action_key"":""0.28284271:0.28284271"",""expected_safe_time"":2.05,""expected_terminal_margin"":0,""expected_score"":2.05,""expected_delta_v"":0.82},{""index"":6,""kind"":""lattice_first_step_then_signature_policy"",""action_key"":""0.28284271:-0.28284271"",""expected_safe_time"":7.61,""expected_terminal_margin"":0,""expected_score"":7.61,""expected_delta_v"":3.044},{""index"":7,""kind"":""lattice_first_step_then_signature_policy"",""action_key"":""-0.28284271:0.28284271"",""expected_safe_time"":2.28,""expected_terminal_margin"":0,""expected_score"":2.28,""expected_delta_v"":0.912},{""index"":8,""kind"":""lattice_first_step_then_signature_policy"",""action_key"":""-0.28284271:-0.28284271"",""expected_safe_time"":4.86,""expected_terminal_margin"":0,""expected_score"":4.86,""expected_delta_v"":1.944}]"
mu_1__dt_0p01__r_1p075__v_1p15__thrust_0p4__noise_0p01__gq_0p75__gminr_1p15__gaccel_2p5__gtidal_35__near_escape__bayes_floor_particle_mpc__seed_003,mu_1__dt_0p01__r_1p075__v_1p15__thrust_0p4__noise_0p01__gq_0p75__gminr_1p15__gaccel_2p5__gtidal_35,3,near_escape,2,0.02,0,signature_policy,0:0,0,0,8,0.499169,8.002496,2.04,0:0,8.002496,0:0,8.002496,0.01,false,"[{""index"":0,""kind"":""signature_policy"",""action_key"":""0:0"",""expected_safe_time"":8,""expected_terminal_margin"":0.499169,""expected_score"":8.002496,""expected_delta_v"":2.04},{""index"":1,""kind"":""lattice_first_step_then_signature_policy"",""action_key"":""0.4:0"",""expected_safe_time"":2.39,""expected_terminal_margin"":0,""expected_score"":2.39,""expected_delta_v"":0.956},{""index"":2,""kind"":""lattice_first_step_then_signature_policy"",""action_key"":""-0.4:0"",""expected_safe_time"":2.93,""expected_terminal_margin"":0,""expected_score"":2.93,""expected_delta_v"":1.172},{""index"":3,""kind"":""lattice_first_step_then_signature_policy"",""action_key"":""0:0.4"",""expected_safe_time"":2.04,""expected_terminal_margin"":0,""expected_score"":2.04,""expected_delta_v"":0.816},{""index"":4,""kind"":""lattice_first_step_then_signature_policy"",""action_key"":""0:-0.4"",""expected_safe_time"":4.28,""expected_terminal_margin"":0,""expected_score"":4.28,""expected_delta_v"":1.712},{""index"":5,""kind"":""lattice_first_step_then_signature_policy"",""action_key"":""0.28284271:0.28284271"",""expected_safe_time"":2.04,""expected_terminal_margin"":0,""expected_score"":2.04,""expected_delta_v"":0.816},{""index"":6,""kind"":""lattice_first_step_then_signature_policy"",""action_key"":""0.28284271:-0.28284271"",""expected_safe_time"":7.61,""expected_terminal_margin"":0,""expected_score"":7.61,""expected_delta_v"":3.044},{""index"":7,""kind"":""lattice_first_step_then_signature_policy"",""action_key"":""-0.28284271:0.28284271"",""expected_safe_time"":2.27,""expected_terminal_margin"":0,""expected_score"":2.27,""expected_delta_v"":0.908},{""index"":8,""kind"":""lattice_first_step_then_signature_policy"",""action_key"":""-0.28284271:-0.28284271"",""expected_safe_time"":4.85,""expected_terminal_margin"":0,""expected_score"":4.85,""expected_delta_v"":1.94}]"
mu_1__dt_0p01__r_1p075__v_1p15__thrust_0p4__noise_0p01__gq_0p75__gminr_1p15__gaccel_2p5__gtidal_35__near_escape__bayes_floor_particle_mpc__seed_003,mu_1__dt_0p01__r_1p075__v_1p15__thrust_0p4__noise_0p01__gq_0p75__gminr_1p15__gaccel_2p5__gtidal_35,3,near_escape,3,0.03,0,signature_policy,0:0,0,0,8,0.499166,8.002496,2.04,0:0,8.002496,0:0,8.002496,0.01,false,"[{""index"":0,""kind"":""signature_policy"",""action_key"":""0:0"",""expected_safe_time"":8,""expected_terminal_margin"":0.499166,""expected_score"":8.002496,""expected_delta_v"":2.04},{""index"":1,""kind"":""lattice_first_step_then_signature_policy"",""action_key"":""0.4:0"",""expected_safe_time"":2.39,""expected_terminal_margin"":0,""expected_score"":2.39,""expected_delta_v"":0.956},{""index"":2,""kind"":""lattice_first_step_then_signature_policy"",""action_key"":""-0.4:0"",""expected_safe_time"":2.92,""expected_terminal_margin"":0,""expected_score"":2.92,""expected_delta_v"":1.168},{""index"":3,""kind"":""lattice_first_step_then_signature_policy"",""action_key"":""0:0.4"",""expected_safe_time"":2.03,""expected_terminal_margin"":0,""expected_score"":2.03,""expected_delta_v"":0.812},{""index"":4,""kind"":""lattice_first_step_then_signature_policy"",""action_key"":""0:-0.4"",""expected_safe_time"":4.29,""expected_terminal_margin"":0,""expected_score"":4.29,""expected_delta_v"":1.716},{""index"":5,""kind"":""lattice_first_step_then_signature_policy"",""action_key"":""0.28284271:0.28284271"",""expected_safe_time"":2.04,""expected_terminal_margin"":0,""expected_score"":2.04,""expected_delta_v"":0.816},{""index"":6,""kind"":""lattice_first_step_then_signature_policy"",""action_key"":""0.28284271:-0.28284271"",""expected_safe_time"":7.61,""expected_terminal_margin"":0,""expected_score"":7.61,""expected_delta_v"":3.044},{""index"":7,""kind"":""lattice_first_step_then_signature_policy"",""action_key"":""-0.28284271:0.28284271"",""expected_safe_time"":2.27,""expected_terminal_margin"":0,""expected_score"":2.27,""expected_delta_v"":0.908},{""index"":8,""kind"":""lattice_first_step_then_signature_policy"",""action_key"":""-0.28284271:-0.28284271"",""expected_safe_time"":4.84,""expected_terminal_margin"":0,""expected_score"":4.84,""expected_delta_v"":1.936}]"
mu_1__dt_0p01__r_1p075__v_1p15__thrust_0p4__noise_0p01__gq_0p75__gminr_1p15__gaccel_2p5__gtidal_35__near_escape__bayes_floor_particle_mpc__seed_003,mu_1__dt_0p01__r_1p075__v_1p15__thrust_0p4__noise_0p01__gq_0p75__gminr_1p15__gaccel_2p5__gtidal_35,3,near_escape,4,0.04,0,signature_policy,0:0,0,0,8,0.499168,8.002496,2.04,0:0,8.002496,0:0,8.002496,0.01,false,"[{""index"":0,""kind"":""signature_policy"",""action_key"":""0:0"",""expected_safe_time"":8,""expected_terminal_margin"":0.499168,""expected_score"":8.002496,""expected_delta_v"":2.04},{""index"":1,""kind"":""lattice_first_step_then_signature_policy"",""action_key"":""0.4:0"",""expected_safe_time"":2.39,""expected_terminal_margin"":0,""expected_score"":2.39,""expected_delta_v"":0.956},{""index"":2,""kind"":""lattice_first_step_then_signature_policy"",""action_key"":""-0.4:0"",""expected_safe_time"":2.91,""expected_terminal_margin"":0,""expected_score"":2.91,""expected_delta_v"":1.164},{""index"":3,""kind"":""lattice_first_step_then_signature_policy"",""action_key"":""0:0.4"",""expected_safe_time"":2.03,""expected_terminal_margin"":0,""expected_score"":2.03,""expected_delta_v"":0.812},{""index"":4,""kind"":""lattice_first_step_then_signature_policy"",""action_key"":""0:-0.4"",""expected_safe_time"":4.29,""expected_terminal_margin"":0,""expected_score"":4.29,""expected_delta_v"":1.716},{""index"":5,""kind"":""lattice_first_step_then_signature_policy"",""action_key"":""0.28284271:0.28284271"",""expected_safe_time"":2.04,""expected_terminal_margin"":0,""expected_score"":2.04,""expected_delta_v"":0.816},{""index"":6,""kind"":""lattice_first_step_then_signature_policy"",""action_key"":""0.28284271:-0.28284271"",""expected_safe_time"":7.61,""expected_terminal_margin"":0,""expected_score"":7.61,""expected_delta_v"":3.044},{""index"":7,""kind"":""lattice_first_step_then_signature_policy"",""action_key"":""-0.28284271:0.28284271"",""expected_safe_time"":2.26,""expected_terminal_margin"":0,""expected_score"":2.26,""expected_delta_v"":0.904},{""index"":8,""kind"":""lattice_first_step_then_signature_policy"",""action_key"":""-0.28284271:-0.28284271"",""expected_safe_time"":4.83,""expected_terminal_margin"":0,""expected_score"":4.83,""expected_delta_v"":1.932}]"
mu_1__dt_0p01__r_1p075__v_1p15__thrust_0p4__noise_0p01__gq_0p75__gminr_1p15__gaccel_2p5__gtidal_35__near_escape__bayes_floor_particle_mpc__seed_003,mu_1__dt_0p01__r_1p075__v_1p15__thrust_0p4__noise_0p01__gq_0p75__gminr_1p15__gaccel_2p5__gtidal_35,3,near_escape,5,0.05,0,signature_policy,0:0,0,0,8,0.499172,8.002496,2.04,0:0,8.002496,0:0,8.002496,0.01,false,"[{""index"":0,""kind"":""signature_policy"",""action_key"":""0:0"",""expected_safe_time"":8,""expected_terminal_margin"":0.499172,""expected_score"":8.002496,""expected_delta_v"":2.04},{""index"":1,""kind"":""lattice_first_step_then_signature_policy"",""action_key"":""0.4:0"",""expected_safe_time"":2.38,""expected_terminal_margin"":0,""expected_score"":2.38,""expected_delta_v"":0.952},{""index"":2,""kind"":""lattice_first_step_then_signature_policy"",""action_key"":""-0.4:0"",""expected_safe_time"":2.9,""expected_terminal_margin"":0,""expected_score"":2.9,""expected_delta_v"":1.16},{""index"":3,""kind"":""lattice_first_step_then_signature_policy"",""action_key"":""0:0.4"",""expected_safe_time"":2.02,""expected_terminal_margin"":0,""expected_score"":2.02,""expected_delta_v"":0.808},{""index"":4,""kind"":""lattice_first_step_then_signature_policy"",""action_key"":""0:-0.4"",""expected_safe_time"":4.3,""expected_terminal_margin"":0,""expected_score"":4.3,""expected_delta_v"":1.72},{""index"":5,""kind"":""lattice_first_step_then_signature_policy"",""action_key"":""0.28284271:0.28284271"",""expected_safe_time"":2.03,""expected_terminal_margin"":0,""expected_score"":2.03,""expected_delta_v"":0.812},{""index"":6,""kind"":""lattice_first_step_then_signature_policy"",""action_key"":""0.28284271:-0.28284271"",""expected_safe_time"":7.61,""expected_terminal_margin"":0,""expected_score"":7.61,""expected_delta_v"":3.044},{""index"":7,""kind"":""lattice_first_step_then_signature_policy"",""action_key"":""-0.28284271:0.28284271"",""expected_safe_time"":2.25,""expected_terminal_margin"":0,""expected_score"":2.25,""expected_delta_v"":0.9},{""index"":8,""kind"":""lattice_first_step_then_signature_policy"",""action_key"":""-0.28284271:-0.28284271"",""expected_safe_time"":4.83,""expected_terminal_margin"":0,""expected_score"":4.83,""expected_delta_v"":1.932}]"
mu_1__dt_0p01__r_1p075__v_1p15__thrust_0p4__noise_0p01__gq_0p75__gminr_1p15__gaccel_2p5__gtidal_35__near_escape__bayes_floor_particle_mpc__seed_003,mu_1__dt_0p01__r_1p075__v_1p15__thrust_0p4__noise_0p01__gq_0p75__gminr_1p15__gaccel_2p5__gtidal_35,3,near_escape,6,0.06,0,signature_policy,0:0,0,0,8,0.499179,8.002496,2.04,0:0,8.002496,0:0,8.002496,0.01,false,"[{""index"":0,""kind"":""signature_policy"",""action_key"":""0:0"",""expected_safe_time"":8,""expected_terminal_margin"":0.499179,""expected_score"":8.002496,""expected_delta_v"":2.04},{""index"":1,""kind"":""lattice_first_step_then_signature_policy"",""action_key"":""0.4:0"",""expected_safe_time"":2.38,""expected_terminal_margin"":0,""expected_score"":2.38,""expected_delta_v"":0.952},{""index"":2,""kind"":""lattice_first_step_then_signature_policy"",""action_key"":""-0.4:0"",""expected_safe_time"":2.89,""expected_terminal_margin"":0,""expected_score"":2.89,""expected_delta_v"":1.156},{""index"":3,""kind"":""lattice_first_step_then_signature_policy"",""action_key"":""0:0.4"",""expected_safe_time"":2.02,""expected_terminal_margin"":0,""expected_score"":2.02,""expected_delta_v"":0.808},{""index"":4,""kind"":""lattice_first_step_then_signature_policy"",""action_key"":""0:-0.4"",""expected_safe_time"":4.3,""expected_terminal_margin"":0,""expected_score"":4.3,""expected_delta_v"":1.72},{""index"":5,""kind"":""lattice_first_step_then_signature_policy"",""action_key"":""0.28284271:0.28284271"",""expected_safe_time"":2.03,""expected_terminal_margin"":0,""expected_score"":2.03,""expected_delta_v"":0.812},{""index"":6,""kind"":""lattice_first_step_then_signature_policy"",""action_key"":""0.28284271:-0.28284271"",""expected_safe_time"":7.61,""expected_terminal_margin"":0,""expected_score"":7.61,""expected_delta_v"":3.044},{""index"":7,""kind"":""lattice_first_step_then_signature_policy"",""action_key"":""-0.28284271:0.28284271"",""expected_safe_time"":2.25,""expected_terminal_margin"":0,""expected_score"":2.25,""expected_delta_v"":0.9},{""index"":8,""kind"":""lattice_first_step_then_signature_policy"",""action_key"":""-0.28284271:-0.28284271"",""expected_safe_time"":4.82,""expected_terminal_margin"":0,""expected_score"":4.82,""expected_delta_v"":1.928}]"
mu_1__dt_0p01__r_1p075__v_1p15__thrust_0p4__noise_0p01__gq_0p75__gminr_1p15__gaccel_2p5__gtidal_35__near_escape__bayes_floor_particle_mpc__seed_003,mu_1__dt_0p01__r_1p075__v_1p15__thrust_0p4__noise_0p01__gq_0p75__gminr_1p15__gaccel_2p5__gtidal_35,3,near_escape,7,0.07,0,signature_policy,0:0,0,0,8,0.49919,8.002496,2.04,0:0,8.002496,0:0,8.002496,0.01,false,"[{""index"":0,""kind"":""signature_policy"",""action_key"":""0:0"",""expected_safe_time"":8,""expected_terminal_margin"":0.49919,""expected_score"":8.002496,""expected_delta_v"":2.04},{""index"":1,""kind"":""lattice_first_step_then_signature_policy"",""action_key"":""0.4:0"",""expected_safe_time"":2.37,""expected_terminal_margin"":0,""expected_score"":2.37,""expected_delta_v"":0.948},{""index"":2,""kind"":""lattice_first_step_then_signature_policy"",""action_key"":""-0.4:0"",""expected_safe_time"":2.88,""expected_terminal_margin"":0,""expected_score"":2.88,""expected_delta_v"":1.152},{""index"":3,""kind"":""lattice_first_step_then_signature_policy"",""action_key"":""0:0.4"",""expected_safe_time"":2.01,""expected_terminal_margin"":0,""expected_score"":2.01,""expected_delta_v"":0.804},{""index"":4,""kind"":""lattice_first_step_then_signature_policy"",""action_key"":""0:-0.4"",""expected_safe_time"":4.31,""expected_terminal_margin"":0,""expected_score"":4.31,""expected_delta_v"":1.724},{""index"":5,""kind"":""lattice_first_step_then_signature_policy"",""action_key"":""0.28284271:0.28284271"",""expected_safe_time"":2.02,""expected_terminal_margin"":0,""expected_score"":2.02,""expected_delta_v"":0.808},{""index"":6,""kind"":""lattice_first_step_then_signature_policy"",""action_key"":""0.28284271:-0.28284271"",""expected_safe_time"":7.61,""expected_terminal_margin"":0,""expected_score"":7.61,""expected_delta_v"":3.044},{""index"":7,""kind"":""lattice_first_step_then_signature_policy"",""action_key"":""-0.28284271:0.28284271"",""expected_safe_time"":2.24,""expected_terminal_margin"":0,""expected_score"":2.24,""expected_delta_v"":0.896},{""index"":8,""kind"":""lattice_first_step_then_signature_policy"",""action_key"":""-0.28284271:-0.28284271"",""expected_safe_time"":4.81,""expected_terminal_margin"":0,""expected_score"":4.81,""expected_delta_v"":1.924}]"
mu_1__dt_0p01__r_1p075__v_1p15__thrust_0p4__noise_0p01__gq_0p75__gminr_1p15__gaccel_2p5__gtidal_35__near_escape__bayes_floor_particle_mpc__seed_003,mu_1__dt_0p01__r_1p075__v_1p15__thrust_0p4__noise_0p01__gq_0p75__gminr_1p15__gaccel_2p5__gtidal_35,3,near_escape,8,0.08,0,signature_policy,0:0,0,0,8,0.499203,8.002496,2.04,0:0,8.002496,0:0,8.002496,0.01,false,"[{""index"":0,""kind"":""signature_policy"",""action_key"":""0:0"",""expected_safe_time"":8,""expected_terminal_margin"":0.499203,""expected_score"":8.002496,""expected_delta_v"":2.04},{""index"":1,""kind"":""lattice_first_step_then_signature_policy"",""action_key"":""0.4:0"",""expected_safe_time"":2.37,""expected_terminal_margin"":0,""expected_score"":2.37,""expected_delta_v"":0.948},{""index"":2,""kind"":""lattice_first_step_then_signature_policy"",""action_key"":""-0.4:0"",""expected_safe_time"":2.87,""expected_terminal_margin"":0,""expected_score"":2.87,""expected_delta_v"":1.148},{""index"":3,""kind"":""lattice_first_step_then_signature_policy"",""action_key"":""0:0.4"",""expected_safe_time"":2,""expected_terminal_margin"":0,""expected_score"":2,""expected_delta_v"":0.8},{""index"":4,""kind"":""lattice_first_step_then_signature_policy"",""action_key"":""0:-0.4"",""expected_safe_time"":4.31,""expected_terminal_margin"":0,""expected_score"":4.31,""expected_delta_v"":1.724},{""index"":5,""kind"":""lattice_first_step_then_signature_policy"",""action_key"":""0.28284271:0.28284271"",""expected_safe_time"":2.02,""expected_terminal_margin"":0,""expected_score"":2.02,""expected_delta_v"":0.808},{""index"":6,""kind"":""lattice_first_step_then_signature_policy"",""action_key"":""0.28284271:-0.28284271"",""expected_safe_time"":7.61,""expected_terminal_margin"":0,""expected_score"":7.61,""expected_delta_v"":3.044},{""index"":7,""kind"":""lattice_first_step_then_signature_policy"",""action_key"":""-0.28284271:0.28284271"",""expected_safe_time"":2.23,""expected_terminal_margin"":0,""expected_score"":2.23,""expected_delta_v"":0.892},{""index"":8,""kind"":""lattice_first_step_then_signature_policy"",""action_key"":""-0.28284271:-0.28284271"",""expected_safe_time"":4.8,""expected_terminal_margin"":0,""expected_score"":4.8,""expected_delta_v"":1.92}]"
mu_1__dt_0p01__r_1p075__v_1p15__thrust_0p4__noise_0p01__gq_0p75__gminr_1p15__gaccel_2p5__gtidal_35__near_escape__bayes_floor_particle_mpc__seed_003,mu_1__dt_0p01__r_1p075__v_1p15__thrust_0p4__noise_0p01__gq_0p75__gminr_1p15__gaccel_2p5__gtidal_35,3,near_escape,9,0.09,0,signature_policy,0:0,0,0,8,0.499218,8.002496,2.04,0:0,8.002496,0:0,8.002496,0.01,false,"[{""index"":0,""kind"":""signature_policy"",""action_key"":""0:0"",""expected_safe_time"":8,""expected_terminal_margin"":0.499218,""expected_score"":8.002496,""expected_delta_v"":2.04},{""index"":1,""kind"":""lattice_first_step_then_signature_policy"",""action_key"":""0.4:0"",""expected_safe_time"":2.36,""expected_terminal_margin"":0,""expected_score"":2.36,""expected_delta_v"":0.944},{""index"":2,""kind"":""lattice_first_step_then_signature_policy"",""action_key"":""-0.4:0"",""expected_safe_time"":2.86,""expected_terminal_margin"":0,""expected_score"":2.86,""expected_delta_v"":1.144},{""index"":3,""kind"":""lattice_first_step_then_signature_policy"",""action_key"":""0:0.4"",""expected_safe_time"":2,""expected_terminal_margin"":0,""expected_score"":2,""expected_delta_v"":0.8},{""index"":4,""kind"":""lattice_first_step_then_signature_policy"",""action_key"":""0:-0.4"",""expected_safe_time"":4.32,""expected_terminal_margin"":0,""expected_score"":4.32,""expected_delta_v"":1.728},{""index"":5,""kind"":""lattice_first_step_then_signature_policy"",""action_key"":""0.28284271:0.28284271"",""expected_safe_time"":2.01,""expected_terminal_margin"":0,""expected_score"":2.01,""expected_delta_v"":0.804},{""index"":6,""kind"":""lattice_first_step_then_signature_policy"",""action_key"":""0.28284271:-0.28284271"",""expected_safe_time"":7.61,""expected_terminal_margin"":0,""expected_score"":7.61,""expected_delta_v"":3.044},{""index"":7,""kind"":""lattice_first_step_then_signature_policy"",""action_key"":""-0.28284271:0.28284271"",""expected_safe_time"":2.23,""expected_terminal_margin"":0,""expected_score"":2.23,""expected_delta_v"":0.892},{""index"":8,""kind"":""lattice_first_step_then_signature_policy"",""action_key"":""-0.28284271:-0.28284271"",""expected_safe_time"":4.79,""expected_terminal_margin"":0,""expected_score"":4.79,""expected_delta_v"":1.916}]"
