sample_i,sample_j,signature_distance,high_mode_distance,high_distance_over_delta_h,sample_i_high_norm,sample_j_high_norm,action_i,action_j,action_agree
0,35829,0.028571886803335198,0.01219297760894759,1.0450948248684855,0.2306042338247977,0.2280507743371305,0,0,True
0,35830,0.029296522693824583,0.014079592453582212,1.2068019544871618,0.2306042338247977,0.23183035207423427,0,0,True
0,42464,0.03004048683708801,0.012937677491680396,1.1089251720146243,0.2306042338247977,0.23314239913695722,0,0,True
0,4648,0.030415263937749227,0.014121068649859124,1.2103569973548218,0.2306042338247977,0.2323979503022554,0,0,True
0,33169,0.030885269238898637,0.013935364718063099,1.194439784652378,0.2306042338247977,0.23337165492496023,0,0,True
0,1986,0.031489083171633556,0.015621527628449625,1.3389656082901564,0.2306042338247977,0.23013078108219573,0,0,True
0,29196,0.03159002621634517,0.01580976142430924,1.3550996628441379,0.2306042338247977,0.23050976526679343,0,0,True
0,33168,0.03190711161627537,0.015526610586225256,1.3308299983676288,0.2306042338247977,0.22956572685312743,0,0,True
0,11282,0.03215871696410856,0.01323160691348686,1.1341186995891441,0.2306042338247977,0.23370086086365743,0,0,True
0,26534,0.03230110619448972,0.014310419555348659,1.2265868025556497,0.2306042338247977,0.22827459073845882,0,0,True
0,49098,0.03336286015656334,0.012551973036036244,1.0758653450018516,0.2306042338247977,0.23442852628109023,0,0,True
0,1987,0.03345739569755807,0.014654705497594823,1.2560965308645409,0.2306042338247977,0.23392775918034228,0,0,True
0,39802,0.03468485648939566,0.017374815474206967,1.4892449012465527,0.2306042338247977,0.23088095081952079,0,0,True
0,8620,0.035394115317937555,0.017684144704023127,1.5157583902095924,0.2306042338247977,0.2314504032097975,0,0,True
0,19900,0.035995508662869616,0.01390100005536379,1.1914942915745392,0.2306042338247977,0.22702702339267425,0,0,True
0,17916,0.036090415998189865,0.013105306134256605,1.1232931002168025,0.2306042338247977,0.23497089193161644,0,0,True
0,22562,0.0365906982676757,0.017951938651705607,1.538711771887968,0.2306042338247977,0.22919934447796336,0,0,True
0,26536,0.0374811738527576,0.01335876803619831,1.1450180414506987,0.2306042338247977,0.23576031646598014,0,0,True
0,29195,0.03825796813236497,0.01514780201500516,1.2983612372417632,0.2306042338247977,0.22681288582316605,0,0,True
0,44451,0.03842421685370424,0.011831483535618739,1.0141101386521036,0.2306042338247977,0.23631814990312838,0,0,True
0,39803,0.039137161141756374,0.016971250776861388,1.4546542220685659,0.2306042338247977,0.23465153493600344,0,0,True
0,42462,0.03973574238330051,0.012239479631065368,1.049080645577739,0.2306042338247977,0.22575997057765831,0,0,True
1,4648,0.024979101571880546,0.011791305821191913,1.0106663923606558,0.23438642978064292,0.2323979503022554,0,0,True
1,35830,0.027416841826542977,0.012432218882321008,1.0656008755409665,0.23438642978064292,0.23183035207423427,0,0,True
1,35831,0.0292733173217615,0.01422430557730919,1.2192057283271656,0.23438642978064292,0.23554506686985713,0,0,True
1,42465,0.02937300492099256,0.013007855710974427,1.1149403469911499,0.23438642978064292,0.2367409856532986,0,0,True
1,33170,0.029895025184774496,0.014175003944162367,1.2149799449859824,0.23438642978064292,0.2369454923392099,0,0,True
1,4649,0.03018927844246559,0.01424167779019702,1.220694750153324,0.23438642978064292,0.23606782830572032,0,0,True
1,11283,0.03116490496109128,0.013287425219251258,1.1389030454936662,0.23438642978064292,0.23723688910327873,0,0,True
1,1987,0.03161966623334684,0.01581361506371027,1.3554299692487006,0.23438642978064292,0.23392775918034228,0,0,True
1,29197,0.0317240964257689,0.01604134041918208,1.3749489578114513,0.23438642978064292,0.23429542801554848,0,0,True
1,26535,0.03173815159395865,0.014265569083626002,1.222742540932807,0.23438642978064292,0.23206296406958324,0,0,True
1,49099,0.03179406773609691,0.012572159270518433,1.0775955646305202,0.23438642978064292,0.23787157369556317,0,0,True
1,33169,0.031943412476463,0.015667419357094606,1.3428991190083213,0.23438642978064292,0.23337165492496023,0,0,True
1,1988,0.03213900462836277,0.014892970915560735,1.2765189381917363,0.23438642978064292,0.23743618009444217,0,0,True
1,17917,0.03417645158528206,0.013123230771943861,1.1248294719453003,0.23438642978064292,0.23833625836491049,0,0,True
1,19901,0.03445952835927689,0.013608737595165257,1.1664436440253567,0.23438642978064292,0.23074255538202218,0,0,True
1,26537,0.03467581859626807,0.013461132672402726,1.1537920058569218,0.23438642978064292,0.2389997905173552,0,0,True
1,39803,0.034818754936133366,0.017640019646013354,1.5119763058613693,0.23438642978064292,0.23465153493600344,0,0,True
1,44452,0.035123559483957914,0.011816490617025251,1.0128250529138807,0.23438642978064292,0.23945935460301884,0,0,True
1,8621,0.03543114242431626,0.017978216141640187,1.5409640903635642,0.23438642978064292,0.23519040258943597,0,0,True
1,29196,0.03622794116236117,0.015421957982070864,1.3218599257144563,0.23438642978064292,0.23050976526679343,0,0,True
1,22563,0.03640333264628436,0.018271881568949672,1.5661349902181425,0.23438642978064292,0.23300581913530072,0,0,True
1,42463,0.036436369038659065,0.01214512339182802,1.0409931036758626,0.23438642978064292,0.22933563336985485,0,0,True
2,4649,0.02444454620535433,0.0119795417937932,1.0268006334893631,0.2378352076132735,0.23606782830572032,0,0,True
2,35831,0.026541070406816934,0.012626411643091166,1.082245689942896,0.2378352076132735,0.23554506686985713,0,0,True
2,42466,0.02890983612614927,0.013235054480422774,1.1344142003666136,0.2378352076132735,0.23980242906877625,0,0,True
2,33171,0.0292917958174774,0.014347949258369817,1.2298035802504994,0.2378352076132735,0.2399666852363042,0,0,True
2,35832,0.029318746766606413,0.014470638597164453,1.2403196327811559,0.2378352076132735,0.2388203853326559,0,0,True
2,4650,0.030072686288700357,0.014491141378863922,1.2420769845730428,0.2378352076132735,0.2392540971806168,0,0,True
2,11284,0.030459318695346616,0.013518190880537245,1.15868262732365,0.2378352076132735,0.24019879771507277,0,0,True
2,49100,0.030664270022946673,0.01277600731133357,1.0950679605741611,0.2378352076132735,0.24069619304276138,0,0,True
2,26536,0.03130900258504133,0.014436835698514224,1.2374222900993335,0.2378352076132735,0.23576031646598014,0,0,True
2,1989,0.031313972104708515,0.015051877996950371,1.2901393165539006,0.2378352076132735,0.2403562066419837,0,0,True
2,1988,0.031807518296307756,0.016077129541518572,1.3780165453802997,0.2378352076132735,0.23743618009444217,0,0,True
