sample_i,sample_j,signature_distance,high_mode_distance,action_i,action_j,action_agree
0,42463,0.025295681873663985,0.012417992303138031,0,0,True
0,33168,0.027427605669854322,0.014109154199465585,0,0,True
0,26534,0.029203979056887496,0.014266082207855612,0,0,True
0,4647,0.030371898708815015,0.01290277943911606,0,0,True
0,1986,0.03198662071000741,0.016433374994236975,0,0,True
0,39802,0.032345158989962104,0.01548018032482369,0,0,True
0,49096,0.0323692541495149,0.011956969141114202,0,0,True
0,4648,0.03298654485268634,0.016381374985709466,0,0,True
0,35829,0.03428209464623504,0.015015872545409412,0,0,True
0,31181,0.03590175874553474,0.01266091193019233,0,0,True
0,29196,0.03653260897938164,0.018735333882091393,0,0,True
0,19900,0.036571990159610324,0.01591035259891689,0,0,True
0,1,0.03667708779723312,0.013142046280372818,0,0,True
0,8620,0.03684120834733732,0.017780209544200606,0,0,True
0,35830,0.036867376871100296,0.018540437934474036,0,0,True
0,31183,0.03726922635645103,0.014018488397087315,0,0,True
0,33169,0.03956210056428267,0.014613083212165003,0,0,True
0,11282,0.039602643086513206,0.01775325435200386,0,0,True
0,46435,0.04087116809512892,0.02097111533364723,0,0,True
0,22562,0.041483596256229126,0.02020070763070586,0,0,True
0,46436,0.04171181861706539,0.017999615732373655,0,0,True
0,42464,0.042404843470331986,0.019612388111895248,0,0,True
0,1987,0.04255460144284361,0.01628213491964066,0,0,True
0,19902,0.042724611009501166,0.014329810767185593,0,0,True
0,11280,0.04372398363698814,0.015435389867196864,0,0,True
0,39801,0.04373994128970593,0.02137307986849419,0,0,True
0,15253,0.04523082192250016,0.023249556775318814,0,0,True
0,44448,0.045696482476017826,0.017493625376463044,0,0,True
0,15254,0.045717529002346685,0.020137533688964017,0,0,True
0,29195,0.04583979125214243,0.01858930313485351,0,0,True
0,42462,0.045866796659749944,0.016572640857743938,0,0,True
0,13266,0.046806910653065456,0.01862634132673309,0,0,True
1,42464,0.025002087637325216,0.012170586153477221,0,0,True
1,33169,0.02722889276198691,0.013956141991357493,0,0,True
1,26535,0.029386589975890172,0.014260220415838003,0,0,True
1,4648,0.030176828370412093,0.01250124196950185,0,0,True
1,1987,0.031737456104198494,0.01624443744428473,0,0,True
1,39803,0.03194893325857985,0.015134248688324055,0,0,True
1,4649,0.033010341846948676,0.01630327076121667,0,0,True
1,35830,0.03400891804942931,0.014573276243171765,0,0,True
1,29197,0.03623142540443213,0.018512097602330496,0,0,True
1,8621,0.03639223695572656,0.01739958324299802,0,0,True
1,31182,0.03665696333944283,0.012636972325029118,0,0,True
1,0,0.03667708779723312,0.013142046280372818,0,0,True
1,2,0.03670897069380354,0.012763464186383891,0,0,True
1,35831,0.03684170778703139,0.018439337388698986,0,0,True
1,19901,0.037215769597531485,0.016012217879211973,0,0,True
1,31184,0.0373487696717872,0.013710117353413542,0,0,True
1,33170,0.03919255437122924,0.013954360933193861,0,0,True
1,11283,0.03974693569419181,0.01762141108739777,0,0,True
1,46436,0.04074252594451601,0.020824820315135918,0,0,True
1,22563,0.04100401511795646,0.019778004091374337,0,0,True
1,46437,0.04120524967083926,0.017426520142893684,0,0,True
1,1988,0.042105532595041205,0.015591894161893551,0,0,True
1,19903,0.042466538635689825,0.01361961405923549,0,0,True
1,42465,0.04252970741476489,0.019486312096297444,0,0,True
1,39802,0.044052038814584214,0.021380348963705147,0,0,True
1,11281,0.04432978442913613,0.015139945850563146,0,0,True
1,15254,0.04504631399398296,0.023068553864359752,0,0,True
1,15255,0.0451464411218329,0.019534317528763424,0,0,True
1,29196,0.04578325259547462,0.01802185190654144,0,0,True
1,42463,0.04636784450429707,0.01619078401425572,0,0,True
1,21888,0.0467351283006803,0.023584014569030323,0,0,True
2,42465,0.02468623941414785,0.011956176429577232,0,0,True
2,33170,0.02702020098712948,0.013806356632019446,0,0,True
2,26536,0.029335839524612772,0.01413647553555917,0,0,True
2,4649,0.02971872715232789,0.012055837466018512,0,0,True
2,1988,0.0314821501128117,0.016064650961785318,0,0,True
2,39804,0.03150163534125123,0.014839501646202253,0,0,True
2,4650,0.03282994719950985,0.016105243741999505,0,0,True
2,35831,0.03349468932516653,0.014106872952270004,0,0,True
2,8622,0.035899407121424275,0.017077800012245074,0,0,True
2,29198,0.03593132405095842,0.01830334063045116,0,0,True
2,3,0.035951387474797605,0.01200627455369472,0,0,True
2,31183,0.03663171319591872,0.012180650579153,0,0,True
2,35832,0.0366406934883299,0.018231042872360166,0,0,True
2,31185,0.036659550819158705,0.01302350873431358,0,0,True
2,1,0.03670897069380354,0.012763464186383891,0,0,True
2,19902,0.03729232608495133,0.015825359788733683,0,0,True
2,33171,0.038263408539403666,0.013205151544783201,0,0,True
2,11284,0.039345624241782916,0.017200800387729146,0,0,True
2,46438,0.040434685577030706,0.01689779881068294,0,0,True
2,22564,0.04046896115882326,0.01940522572766184,0,0,True
2,46437,0.04052553302184712,0.02063667373239658,0,0,True
2,1989,0.041135191639552496,0.01485543346548042,0,0,True
2,19904,0.04135334231294147,0.012599481401855453,0,0,True
2,42466,0.04215361952770248,0.019088067673303146,0,0,True
2,39803,0.044021031252892286,0.021218554757390026,0,0,True
2,11282,0.04410410775325339,0.014419333481154893,0,0,True
2,15256,0.044335610368038576,0.01899386255024736,0,0,True
2,15255,0.04478495245392822,0.02285406653933166,0,0,True
2,29197,0.04520179452471396,0.017293031990769484,0,0,True
2,42464,0.0460607460713552,0.015419246479468936,0,0,True
2,21889,0.046269503374969385,0.023275146299875784,0,0,True
3,42466,0.024387674058028545,0.011804206234177675,0,0,True
3,33171,0.026832035022872982,0.0136536518104931,0,0,True
3,4650,0.029043644417225848,0.011673712120293108,0,0,True
3,26537,0.029060627132110647,0.013869650488453289,0,0,True
3,39805,0.031056389349854985,0.014646199557616632,0,0,True
3,1989,0.031257456407259285,0.015889411291973764,0,0,True
3,4651,0.032490655083732584,0.01577506148981433,0,0,True
3,35832,0.03279379143897236,0.013724837274416984,0,0,True
3,31186,0.035306367681812174,0.012055948958269294,0,1,False
3,8623,0.035422010594586315,0.016866076325413926,0,0,True
3,29199,0.0356763121724416,0.018106421476539257,0,0,True
3,2,0.035951387474797605,0.01200627455369472,0,0,True
3,35833,0.03631237892392865,0.01789992050188933,0,0,True
3,19903,0.03678357797377474,0.015334185154569342,0,0,True
3,33172,0.03686676071640963,0.012563805681723352,0,0,True
3,11285,0.03848948225358753,0.016521086066365803,0,0,True
3,46439,0.03948137488397078,0.01654299356738215,0,0,True
3,1990,0.039740372156029054,0.014269947491255212,0,0,True
3,22565,0.03994476160698526,0.019138709280250073,0,0,True
3,46438,0.04025253327940205,0.020380625281596003,0,0,True
3,42467,0.04136749429277074,0.018437374572512,0,0,True
3,11283,0.043042103568335786,0.013418692503348468,0,0,True
3,15257,0.04337184778358595,0.018643442776306005,0,0,True
3,39804,0.043646593163065725,0.020845570782349786,0,0,True
3,29198,0.044144814134717,0.016576972964839662,0,0,True
3,15256,0.04448506451530099,0.022580404361158556,0,0,True
3,42465,0.04494962680965197,0.014422925827663559,0,0,True
3,21890,0.045876470573636495,0.02302747524292443,0,0,True
4,42467,0.024140582082657902,0.011731578865280753,1,0,False
4,33172,0.02670034814363915,0.0135014587825889,1,0,False
4,26538,0.028632355046292957,0.013476024962361922,1,0,False
4,39806,0.03066051271648249,0.014580021131436156,1,1,True
4,1990,0.031104156339434256,0.015722915244371947,1,0,False
4,35833,0.031979043952558406,0.013519925083693148,1,0,False
4,4652,0.03207972666318478,0.015352205592380588,1,1,True
4,8624,0.03501146080953928,0.01678992898779055,1,1,True
4,33173,0.0351413655549452,0.012198978721307352,1,1,True
4,29200,0.035511502395324634,0.01792800171475533,1,1,True
4,19904,0.035793349173873,0.014590110383362859,1,0,False
4,35834,0.03594322634811199,0.017481920630322462,1,1,True
4,11286,0.03734349176178508,0.01569938279141891,1,1,True
4,1991,0.03805991908415333,0.013985037153488053,1,1,True
4,46440,0.03844138496944416,0.01643765327395992,1,1,True
4,22566,0.039490522480709674,0.019012840441385136,1,0,False
4,46439,0.03998918774724921,0.020060320304483355,1,0,False
4,42468,0.040334346649615646,0.01764320000265571,1,1,True
4,11284,0.04125129417058519,0.012369972301650158,1,0,False
4,15258,0.04235232218376917,0.01855215813992869,1,1,True
4,29199,0.042719183713352885,0.016065567607870784,1,0,False
4,39805,0.043026205110395586,0.02027705911192369,1,0,False
4,42466,0.04314485491333037,0.013447732704908974,1,0,False
4,6639,0.04354952112991035,0.012499245984624853,1,1,True
4,37821,0.04391128785909832,0.013166591461632283,1,1,True
5,42468,0.023969478760262754,0.011736375567089698,1,1,True
5,33173,0.02665195977801087,0.013370518827388315,1,1,True
5,26539,0.028145225258263934,0.013029829015933182,1,1,True
5,39807,0.030351274432557383,0.014629637131684975,1,1,True
5,1991,0.031051530040919283,0.015586311559257496,1,1,True
5,35834,0.03113084527585409,0.013521175989132552,1,1,True
5,4653,0.03167993663423906,0.014934646792113258,1,1,True
5,33174,0.03324776047303115,0.012153959911809568,1,1,True
5,19905,0.034491936574956146,0.013731279657407787,1,1,True
5,8625,0.0347064462578563,0.016837585447863894,1,1,True
5,29201,0.03546641021237369,0.01779162177536458,1,1,True
5,35835,0.035611592388177536,0.017072607814415608,1,1,True
5,11287,0.036073494761663306,0.014934369030711834,1,1,True
5,1992,0.03625267647620773,0.014015173323076627,1,1,True
