sample_i,sample_j,signature_distance,high_mode_distance,action_i,action_j,action_agree
75,147484,0.025690312447976447,0.024565396972986982,0,0,True
75,147485,0.03074428992370077,0.025235065329581755,0,0,True
75,77,0.03278984544295271,0.026000607811511,0,0,True
75,147483,0.037504220699146995,0.033884090125933894,0,0,True
75,147486,0.04415733001008176,0.03402509007771313,0,0,True
75,78,0.04782160889445642,0.038293114624552906,0,0,True
75,147487,0.058594397796633425,0.04541346995899705,0,0,True
76,147485,0.02468403614137959,0.022638218122173977,0,0,True
76,147486,0.03126563238785622,0.02485615642758306,0,0,True
76,78,0.03136791343012257,0.025651394207894525,0,0,True
76,147484,0.032144669127449114,0.030401155760174672,0,0,True
76,147487,0.04349675430076779,0.033939582581737064,0,0,True
76,79,0.04607277224526234,0.03770926586827315,0,0,True
76,147483,0.05062741650256005,0.04386107219879363,0,0,True
76,147488,0.05664122720666806,0.044843640372827856,0,0,True
77,147486,0.025192387542907632,0.020073736194869025,0,0,True
77,147485,0.02934012117375776,0.02642975955104516,0,0,True
77,79,0.030466770521721084,0.025297691967010753,0,0,True
77,147487,0.03166812736886712,0.023801857471970774,0,0,True
77,75,0.03278984544295271,0.026000607811511,0,0,True
77,147488,0.04259362078928018,0.0331131909012379,0,0,True
77,147484,0.04398192872701732,0.03910109703325651,0,0,True
77,80,0.04534443107125404,0.03720923121758387,0,0,True
77,147489,0.0549557856657871,0.04353739966573869,0,0,True
78,147486,0.029223026470190958,0.022205807095429374,0,0,True
78,80,0.030358254614383344,0.024983463629310355,0,0,True
78,76,0.03136791343012257,0.025651394207894525,0,0,True
78,147488,0.03214142128841968,0.02255936403936051,0,0,True
78,147485,0.040227498311297405,0.03402443193087061,0,0,True
78,147489,0.041997857266355416,0.0318385375730968,0,0,True
78,81,0.04587059201040061,0.03698057748198587,0,0,True
78,75,0.04782160889445642,0.038293114624552906,0,0,True
78,147490,0.054149180336763525,0.04185526207094767,0,0,True
78,147484,0.05715901770197118,0.04864286200572645,0,0,True
79,77,0.030466770521721084,0.025297691967010753,0,0,True
79,147487,0.030997474707281193,0.01887904014002064,0,0,True
79,81,0.031119808993923994,0.02490356497375615,0,0,True
79,147489,0.03285015861428739,0.021721499810944435,0,0,True
79,147486,0.039600738184051985,0.029286581723886117,0,0,True
79,147490,0.042074999291414374,0.030599976150443613,0,0,True
79,76,0.04607277224526234,0.03770926586827315,0,0,True
79,82,0.04767430212387362,0.03732779990828989,0,0,True
79,147485,0.05297692541286868,0.04292921759130491,0,0,True
79,147491,0.05455802462959601,0.04042467850597671,0,0,True
80,78,0.030358254614383344,0.024983463629310355,0,0,True
80,82,0.032726356416389664,0.025311100756587917,0,0,True
80,147488,0.033681171735655234,0.01817506926424679,0,0,True
80,147490,0.03394442830772589,0.02170512788533846,0,0,True
80,147487,0.04136443973344902,0.026348248518335893,0,0,True
80,147491,0.043026013347512826,0.029926439832984507,0,0,True
80,77,0.04534443107125404,0.03720923121758387,0,0,True
80,83,0.05066224295801102,0.038679822199286645,0,0,True
80,147486,0.0523113526968665,0.03816969879744659,0,0,True
80,147492,0.056361750459486125,0.03994723312930184,0,0,True
81,79,0.031119808993923994,0.02490356497375615,0,0,True
81,147490,0.0329714156120026,0.01900823946278917,0,0,True
81,83,0.03507213712970959,0.026593621613703412,0,0,True
81,147491,0.035565985773557574,0.022599325822623893,0,0,True
81,147489,0.03677971089950047,0.020557279554663115,0,0,True
81,147488,0.04452250956723942,0.026657571807865977,0,0,True
81,147492,0.0449878176559211,0.030255630389288336,0,0,True
81,78,0.04587059201040061,0.03698057748198587,0,0,True
81,147487,0.054417946732216324,0.035931647758363765,0,0,True
81,84,0.054545663147128526,0.041672328041015956,0,0,True
82,80,0.032726356416389664,0.025311100756587917,0,0,True
82,147491,0.03560121273055323,0.02216397839604171,0,0,True
82,147492,0.037826251074267576,0.02426795900864069,0,0,True
82,84,0.0378739112649639,0.02924366859212014,0,0,True
82,147490,0.0402596416091575,0.02472720898705819,0,0,True
82,79,0.04767430212387362,0.03732779990828989,0,0,True
82,147489,0.048551017858555416,0.03010092449794113,0,0,True
82,147488,0.058356381526910125,0.037315398305161535,0,0,True
83,81,0.03507213712970959,0.026593621613703412,0,0,True
83,147492,0.03858778638632609,0.025579276656629808,0,0,True
83,147491,0.0441380423288089,0.029581994155346042,0,0,True
83,80,0.05066224295801102,0.038679822199286645,0,0,True
83,147490,0.05330975443305681,0.03548052005423664,0,0,True
84,82,0.0378739112649639,0.02924366859212014,0,0,True
84,147492,0.048181385837080704,0.0348276165742403,0,0,True
84,81,0.054545663147128526,0.041672328041015956,0,0,True
84,147491,0.05855695840960205,0.04204881101303847,0,0,True
1082,72605,0.04209216600019891,0.039451612714645284,0,0,True
1082,1084,0.045623453870360986,0.03397626197786924,0,0,True
1082,72603,0.04660007373522804,0.041080617656897925,0,0,True
1082,72606,0.048632664883362625,0.04367716729497224,0,0,True
1082,72602,0.05616315694252738,0.046333618626851814,0,0,True
1082,72607,0.058824180668454004,0.050251963960150005,0,0,True
1083,72606,0.03990580518889131,0.0348204423767069,0,0,True
1083,72605,0.0404730185942277,0.034982168030277906,0,0,True
1083,72607,0.04561752779173542,0.038556789373990624,0,0,True
1083,72608,0.0555403665343527,0.0450972665337923,0,0,True
1083,72603,0.05795817070007489,0.045629620587220254,0,0,True
1084,72607,0.041654853343037056,0.030857109271636905,0,0,True
1084,72606,0.042566256919396125,0.032010758090304806,0,0,True
1084,1082,0.045623453870360986,0.03397626197786924,0,0,True
1084,72608,0.04699502397500215,0.034315298712928044,0,0,True
1084,72605,0.04947598415007261,0.03733514705484967,0,0,True
1084,72609,0.05678373926184072,0.04111976276880436,0,0,True
1223,1225,0.02744676239857087,0.02487339860130267,0,0,True
1223,1226,0.04014619775509545,0.03597570080590087,0,0,True
1223,1227,0.05294449021456248,0.04628052883444332,0,0,True
1223,61022,0.053116409145973764,0.0560310758717842,0,0,True
1223,61023,0.05685123703608415,0.05784598276469052,0,0,True
1224,1226,0.026327028693275918,0.023461489198364823,0,0,True
1224,1227,0.03952577801611802,0.03409317451699924,0,0,True
1224,61023,0.051921779616815926,0.054600647670174494,0,0,True
1224,61022,0.05267397180340587,0.05634907370904369,0,0,True
1224,1228,0.053413231523945094,0.04429153236055368,0,0,True
1224,61024,0.0566463517706198,0.05716905114670033,0,0,True
1225,1227,0.026578545922918168,0.022325088661469247,0,0,True
1225,1223,0.02744676239857087,0.02487339860130267,0,0,True
1225,1228,0.040807824826150675,0.032908370243772175,0,0,True
1225,61023,0.050258005410297096,0.0539187281521313,0,0,True
1225,61024,0.05138604573294216,0.05334392437305961,0,0,True
1225,61022,0.05493012765443671,0.05886858817672223,0,0,True
1225,1229,0.05602723091268252,0.04359684218587581,0,0,True
1225,61025,0.05655750579151123,0.056578163520653355,0,0,True
1226,1224,0.026327028693275918,0.023461489198364823,0,0,True
1226,1228,0.028005002648261283,0.0218969017020483,0,0,True
1226,1223,0.04014619775509545,0.03597570080590087,0,0,True
1226,1229,0.04347226544159041,0.033062501797834334,0,0,True
1226,61024,0.04924900666950195,0.05161767636769289,0,0,True
1226,61025,0.051341763616716676,0.05221056830276376,0,0,True
1226,61023,0.05153470145650776,0.05507608986526603,0,0,True
1226,61026,0.05664129917864472,0.056004418367937646,0,0,True
1227,1225,0.026578545922918168,0.022325088661469247,0,0,True
1227,1229,0.03011763973402417,0.02257216623065375,0,0,True
1227,1224,0.03952577801611802,0.03409317451699924,0,0,True
1227,61025,0.04949207925452956,0.049426447966931214,0,0,True
1227,61024,0.050554159491390194,0.051346981060524266,0,0,True
1227,61026,0.051832994097880905,0.05104105726339638,0,0,True
1227,1223,0.05294449021456248,0.04628052883444332,0,0,True
1227,61023,0.05556990918476048,0.05713340370408941,0,0,True
1227,61027,0.05721530685488974,0.05527596406960659,0,0,True
1228,1226,0.028005002648261283,0.0218969017020483,0,0,True
1228,1225,0.040807824826150675,0.032908370243772175,0,0,True
1228,61026,0.05089619470660175,0.04732575953138896,0,0,True
1228,61025,0.051717167616004034,0.047901400408044394,0,0,True
1228,61027,0.05312928417975194,0.04970657327280475,0,0,True
1228,1224,0.053413231523945094,0.04429153236055368,0,0,True
1228,61024,0.055434871632523385,0.05196424414717129,0,0,True
1228,61028,0.05868000392629788,0.054316708763729606,0,0,True
1229,1227,0.03011763973402417,0.02257216623065375,0,0,True
1229,1226,0.04347226544159041,0.033062501797834334,0,0,True
1229,61027,0.05346909845025009,0.04547250895720729,0,0,True
1229,61026,0.05458082770655102,0.0451158190819075,0,0,True
1229,61028,0.0554909018383275,0.04832191675624334,0,0,True
