trial_id,case_id,seed,regime,step,time,action_index,action_family,action_key,thrust_x,thrust_y,expected_safe_time,expected_terminal_margin,expected_score,expected_delta_v,signature_baseline_action_key,signature_baseline_score,best_pre_guard_action_key,best_pre_guard_score,signature_advantage_threshold,fallback_guard_applied,candidate_scores
mu_1__dt_0p01__r_1p075__v_1p15__thrust_0p4__noise_0p01__gq_0p75__gminr_1p15__gaccel_2p5__gtidal_35__near_escape__bayes_floor_particle_mpc__seed_007,mu_1__dt_0p01__r_1p075__v_1p15__thrust_0p4__noise_0p01__gq_0p75__gminr_1p15__gaccel_2p5__gtidal_35,7,near_escape,0,0,0,signature_policy,0:0,0,0,8,0.497947,8.00249,1.4255,0:0,8.00249,0:0,8.00249,0.01,false,"[{""index"":0,""kind"":""signature_policy"",""action_key"":""0:0"",""expected_safe_time"":8,""expected_terminal_margin"":0.497947,""expected_score"":8.00249,""expected_delta_v"":1.4255},{""index"":1,""kind"":""lattice_first_step_then_signature_policy"",""action_key"":""0.4:0"",""expected_safe_time"":2.791094,""expected_terminal_margin"":0,""expected_score"":2.791094,""expected_delta_v"":1.116438},{""index"":2,""kind"":""lattice_first_step_then_signature_policy"",""action_key"":""-0.4:0"",""expected_safe_time"":3.154687,""expected_terminal_margin"":0,""expected_score"":3.154687,""expected_delta_v"":1.261875},{""index"":3,""kind"":""lattice_first_step_then_signature_policy"",""action_key"":""0:0.4"",""expected_safe_time"":2.185566,""expected_terminal_margin"":0,""expected_score"":2.185566,""expected_delta_v"":0.874227},{""index"":4,""kind"":""lattice_first_step_then_signature_policy"",""action_key"":""0:-0.4"",""expected_safe_time"":4.178496,""expected_terminal_margin"":0,""expected_score"":4.178496,""expected_delta_v"":1.671398},{""index"":5,""kind"":""lattice_first_step_then_signature_policy"",""action_key"":""0.28284271:0.28284271"",""expected_safe_time"":2.231758,""expected_terminal_margin"":0,""expected_score"":2.231758,""expected_delta_v"":0.892703},{""index"":6,""kind"":""lattice_first_step_then_signature_policy"",""action_key"":""0.28284271:-0.28284271"",""expected_safe_time"":6.938047,""expected_terminal_margin"":0,""expected_score"":6.938047,""expected_delta_v"":2.775219},{""index"":7,""kind"":""lattice_first_step_then_signature_policy"",""action_key"":""-0.28284271:0.28284271"",""expected_safe_time"":2.433555,""expected_terminal_margin"":0,""expected_score"":2.433555,""expected_delta_v"":0.973422},{""index"":8,""kind"":""lattice_first_step_then_signature_policy"",""action_key"":""-0.28284271:-0.28284271"",""expected_safe_time"":4.930391,""expected_terminal_margin"":0,""expected_score"":4.930391,""expected_delta_v"":1.972156}]"
mu_1__dt_0p01__r_1p075__v_1p15__thrust_0p4__noise_0p01__gq_0p75__gminr_1p15__gaccel_2p5__gtidal_35__near_escape__bayes_floor_particle_mpc__seed_007,mu_1__dt_0p01__r_1p075__v_1p15__thrust_0p4__noise_0p01__gq_0p75__gminr_1p15__gaccel_2p5__gtidal_35,7,near_escape,1,0.01,0,signature_policy,0:0,0,0,8,0.49834,8.002492,1.476844,0:0,8.002492,0:0,8.002492,0.01,false,"[{""index"":0,""kind"":""signature_policy"",""action_key"":""0:0"",""expected_safe_time"":8,""expected_terminal_margin"":0.49834,""expected_score"":8.002492,""expected_delta_v"":1.476844},{""index"":1,""kind"":""lattice_first_step_then_signature_policy"",""action_key"":""0.4:0"",""expected_safe_time"":2.618437,""expected_terminal_margin"":0,""expected_score"":2.618437,""expected_delta_v"":1.047375},{""index"":2,""kind"":""lattice_first_step_then_signature_policy"",""action_key"":""-0.4:0"",""expected_safe_time"":3.248906,""expected_terminal_margin"":0,""expected_score"":3.248906,""expected_delta_v"":1.299563},{""index"":3,""kind"":""lattice_first_step_then_signature_policy"",""action_key"":""0:0.4"",""expected_safe_time"":2.157891,""expected_terminal_margin"":0,""expected_score"":2.157891,""expected_delta_v"":0.863156},{""index"":4,""kind"":""lattice_first_step_then_signature_policy"",""action_key"":""0:-0.4"",""expected_safe_time"":5.309141,""expected_terminal_margin"":0,""expected_score"":5.309141,""expected_delta_v"":2.123656},{""index"":5,""kind"":""lattice_first_step_then_signature_policy"",""action_key"":""0.28284271:0.28284271"",""expected_safe_time"":2.172109,""expected_terminal_margin"":0,""expected_score"":2.172109,""expected_delta_v"":0.868844},{""index"":6,""kind"":""lattice_first_step_then_signature_policy"",""action_key"":""0.28284271:-0.28284271"",""expected_safe_time"":7.564766,""expected_terminal_margin"":0,""expected_score"":7.564766,""expected_delta_v"":3.025906},{""index"":7,""kind"":""lattice_first_step_then_signature_policy"",""action_key"":""-0.28284271:0.28284271"",""expected_safe_time"":2.433672,""expected_terminal_margin"":0,""expected_score"":2.433672,""expected_delta_v"":0.973469},{""index"":8,""kind"":""lattice_first_step_then_signature_policy"",""action_key"":""-0.28284271:-0.28284271"",""expected_safe_time"":5.193086,""expected_terminal_margin"":0,""expected_score"":5.193086,""expected_delta_v"":2.077234}]"
mu_1__dt_0p01__r_1p075__v_1p15__thrust_0p4__noise_0p01__gq_0p75__gminr_1p15__gaccel_2p5__gtidal_35__near_escape__bayes_floor_particle_mpc__seed_007,mu_1__dt_0p01__r_1p075__v_1p15__thrust_0p4__noise_0p01__gq_0p75__gminr_1p15__gaccel_2p5__gtidal_35,7,near_escape,2,0.02,0,signature_policy,0:0,0,0,8,0.498408,8.002492,1.480422,0:0,8.002492,0:0,8.002492,0.01,false,"[{""index"":0,""kind"":""signature_policy"",""action_key"":""0:0"",""expected_safe_time"":8,""expected_terminal_margin"":0.498408,""expected_score"":8.002492,""expected_delta_v"":1.480422},{""index"":1,""kind"":""lattice_first_step_then_signature_policy"",""action_key"":""0.4:0"",""expected_safe_time"":2.617383,""expected_terminal_margin"":0,""expected_score"":2.617383,""expected_delta_v"":1.046953},{""index"":2,""kind"":""lattice_first_step_then_signature_policy"",""action_key"":""-0.4:0"",""expected_safe_time"":3.238906,""expected_terminal_margin"":0,""expected_score"":3.238906,""expected_delta_v"":1.295563},{""index"":3,""kind"":""lattice_first_step_then_signature_policy"",""action_key"":""0:0.4"",""expected_safe_time"":2.157891,""expected_terminal_margin"":0,""expected_score"":2.157891,""expected_delta_v"":0.863156},{""index"":4,""kind"":""lattice_first_step_then_signature_policy"",""action_key"":""0:-0.4"",""expected_safe_time"":5.319141,""expected_terminal_margin"":0,""expected_score"":5.319141,""expected_delta_v"":2.127656},{""index"":5,""kind"":""lattice_first_step_then_signature_policy"",""action_key"":""0.28284271:0.28284271"",""expected_safe_time"":2.171055,""expected_terminal_margin"":0,""expected_score"":2.171055,""expected_delta_v"":0.868422},{""index"":6,""kind"":""lattice_first_step_then_signature_policy"",""action_key"":""0.28284271:-0.28284271"",""expected_safe_time"":7.564766,""expected_terminal_margin"":0,""expected_score"":7.564766,""expected_delta_v"":3.025906},{""index"":7,""kind"":""lattice_first_step_then_signature_policy"",""action_key"":""-0.28284271:0.28284271"",""expected_safe_time"":2.432617,""expected_terminal_margin"":0,""expected_score"":2.432617,""expected_delta_v"":0.973047},{""index"":8,""kind"":""lattice_first_step_then_signature_policy"",""action_key"":""-0.28284271:-0.28284271"",""expected_safe_time"":5.193086,""expected_terminal_margin"":0,""expected_score"":5.193086,""expected_delta_v"":2.077234}]"
mu_1__dt_0p01__r_1p075__v_1p15__thrust_0p4__noise_0p01__gq_0p75__gminr_1p15__gaccel_2p5__gtidal_35__near_escape__bayes_floor_particle_mpc__seed_007,mu_1__dt_0p01__r_1p075__v_1p15__thrust_0p4__noise_0p01__gq_0p75__gminr_1p15__gaccel_2p5__gtidal_35,7,near_escape,3,0.03,0,signature_policy,0:0,0,0,8,0.498484,8.002492,1.484422,0:0,8.002492,0:0,8.002492,0.01,false,"[{""index"":0,""kind"":""signature_policy"",""action_key"":""0:0"",""expected_safe_time"":8,""expected_terminal_margin"":0.498484,""expected_score"":8.002492,""expected_delta_v"":1.484422},{""index"":1,""kind"":""lattice_first_step_then_signature_policy"",""action_key"":""0.4:0"",""expected_safe_time"":2.617383,""expected_terminal_margin"":0,""expected_score"":2.617383,""expected_delta_v"":1.046953},{""index"":2,""kind"":""lattice_first_step_then_signature_policy"",""action_key"":""-0.4:0"",""expected_safe_time"":3.228906,""expected_terminal_margin"":0,""expected_score"":3.228906,""expected_delta_v"":1.291563},{""index"":3,""kind"":""lattice_first_step_then_signature_policy"",""action_key"":""0:0.4"",""expected_safe_time"":2.147891,""expected_terminal_margin"":0,""expected_score"":2.147891,""expected_delta_v"":0.859156},{""index"":4,""kind"":""lattice_first_step_then_signature_policy"",""action_key"":""0:-0.4"",""expected_safe_time"":5.319141,""expected_terminal_margin"":0,""expected_score"":5.319141,""expected_delta_v"":2.127656},{""index"":5,""kind"":""lattice_first_step_then_signature_policy"",""action_key"":""0.28284271:0.28284271"",""expected_safe_time"":2.171055,""expected_terminal_margin"":0,""expected_score"":2.171055,""expected_delta_v"":0.868422},{""index"":6,""kind"":""lattice_first_step_then_signature_policy"",""action_key"":""0.28284271:-0.28284271"",""expected_safe_time"":7.55582,""expected_terminal_margin"":0,""expected_score"":7.55582,""expected_delta_v"":3.022328},{""index"":7,""kind"":""lattice_first_step_then_signature_policy"",""action_key"":""-0.28284271:0.28284271"",""expected_safe_time"":2.423672,""expected_terminal_margin"":0,""expected_score"":2.423672,""expected_delta_v"":0.969469},{""index"":8,""kind"":""lattice_first_step_then_signature_policy"",""action_key"":""-0.28284271:-0.28284271"",""expected_safe_time"":5.183086,""expected_terminal_margin"":0,""expected_score"":5.183086,""expected_delta_v"":2.073234}]"
mu_1__dt_0p01__r_1p075__v_1p15__thrust_0p4__noise_0p01__gq_0p75__gminr_1p15__gaccel_2p5__gtidal_35__near_escape__bayes_floor_particle_mpc__seed_007,mu_1__dt_0p01__r_1p075__v_1p15__thrust_0p4__noise_0p01__gq_0p75__gminr_1p15__gaccel_2p5__gtidal_35,7,near_escape,4,0.04,0,signature_policy,0:0,0,0,8,0.499002,8.002495,1.492,0:0,8.002495,0:0,8.002495,0.01,false,"[{""index"":0,""kind"":""signature_policy"",""action_key"":""0:0"",""expected_safe_time"":8,""expected_terminal_margin"":0.499002,""expected_score"":8.002495,""expected_delta_v"":1.492},{""index"":1,""kind"":""lattice_first_step_then_signature_policy"",""action_key"":""0.4:0"",""expected_safe_time"":2.68,""expected_terminal_margin"":0,""expected_score"":2.68,""expected_delta_v"":1.072},{""index"":2,""kind"":""lattice_first_step_then_signature_policy"",""action_key"":""-0.4:0"",""expected_safe_time"":3.05,""expected_terminal_margin"":0,""expected_score"":3.05,""expected_delta_v"":1.22},{""index"":3,""kind"":""lattice_first_step_then_signature_policy"",""action_key"":""0:0.4"",""expected_safe_time"":2.13,""expected_terminal_margin"":0,""expected_score"":2.13,""expected_delta_v"":0.852},{""index"":4,""kind"":""lattice_first_step_then_signature_policy"",""action_key"":""0:-0.4"",""expected_safe_time"":3.88,""expected_terminal_margin"":0,""expected_score"":3.88,""expected_delta_v"":1.552},{""index"":5,""kind"":""lattice_first_step_then_signature_policy"",""action_key"":""0.28284271:0.28284271"",""expected_safe_time"":2.18,""expected_terminal_margin"":0,""expected_score"":2.18,""expected_delta_v"":0.872},{""index"":6,""kind"":""lattice_first_step_then_signature_policy"",""action_key"":""0.28284271:-0.28284271"",""expected_safe_time"":7.69,""expected_terminal_margin"":0,""expected_score"":7.69,""expected_delta_v"":3.076},{""index"":7,""kind"":""lattice_first_step_then_signature_policy"",""action_key"":""-0.28284271:0.28284271"",""expected_safe_time"":2.36,""expected_terminal_margin"":0,""expected_score"":2.36,""expected_delta_v"":0.944},{""index"":8,""kind"":""lattice_first_step_then_signature_policy"",""action_key"":""-0.28284271:-0.28284271"",""expected_safe_time"":4.86,""expected_terminal_margin"":0,""expected_score"":4.86,""expected_delta_v"":1.944}]"
mu_1__dt_0p01__r_1p075__v_1p15__thrust_0p4__noise_0p01__gq_0p75__gminr_1p15__gaccel_2p5__gtidal_35__near_escape__bayes_floor_particle_mpc__seed_007,mu_1__dt_0p01__r_1p075__v_1p15__thrust_0p4__noise_0p01__gq_0p75__gminr_1p15__gaccel_2p5__gtidal_35,7,near_escape,5,0.05,0,signature_policy,0:0,0,0,8,0.499093,8.002495,1.496,0:0,8.002495,0:0,8.002495,0.01,false,"[{""index"":0,""kind"":""signature_policy"",""action_key"":""0:0"",""expected_safe_time"":8,""expected_terminal_margin"":0.499093,""expected_score"":8.002495,""expected_delta_v"":1.496},{""index"":1,""kind"":""lattice_first_step_then_signature_policy"",""action_key"":""0.4:0"",""expected_safe_time"":2.68,""expected_terminal_margin"":0,""expected_score"":2.68,""expected_delta_v"":1.072},{""index"":2,""kind"":""lattice_first_step_then_signature_policy"",""action_key"":""-0.4:0"",""expected_safe_time"":3.04,""expected_terminal_margin"":0,""expected_score"":3.04,""expected_delta_v"":1.216},{""index"":3,""kind"":""lattice_first_step_then_signature_policy"",""action_key"":""0:0.4"",""expected_safe_time"":2.13,""expected_terminal_margin"":0,""expected_score"":2.13,""expected_delta_v"":0.852},{""index"":4,""kind"":""lattice_first_step_then_signature_policy"",""action_key"":""0:-0.4"",""expected_safe_time"":3.88,""expected_terminal_margin"":0,""expected_score"":3.88,""expected_delta_v"":1.552},{""index"":5,""kind"":""lattice_first_step_then_signature_policy"",""action_key"":""0.28284271:0.28284271"",""expected_safe_time"":2.17,""expected_terminal_margin"":0,""expected_score"":2.17,""expected_delta_v"":0.868},{""index"":6,""kind"":""lattice_first_step_then_signature_policy"",""action_key"":""0.28284271:-0.28284271"",""expected_safe_time"":7.68,""expected_terminal_margin"":0,""expected_score"":7.68,""expected_delta_v"":3.072},{""index"":7,""kind"":""lattice_first_step_then_signature_policy"",""action_key"":""-0.28284271:0.28284271"",""expected_safe_time"":2.36,""expected_terminal_margin"":0,""expected_score"":2.36,""expected_delta_v"":0.944},{""index"":8,""kind"":""lattice_first_step_then_signature_policy"",""action_key"":""-0.28284271:-0.28284271"",""expected_safe_time"":4.86,""expected_terminal_margin"":0,""expected_score"":4.86,""expected_delta_v"":1.944}]"
mu_1__dt_0p01__r_1p075__v_1p15__thrust_0p4__noise_0p01__gq_0p75__gminr_1p15__gaccel_2p5__gtidal_35__near_escape__bayes_floor_particle_mpc__seed_007,mu_1__dt_0p01__r_1p075__v_1p15__thrust_0p4__noise_0p01__gq_0p75__gminr_1p15__gaccel_2p5__gtidal_35,7,near_escape,6,0.06,0,signature_policy,0:0,0,0,8,0.499186,8.002496,1.5,0:0,8.002496,0:0,8.002496,0.01,false,"[{""index"":0,""kind"":""signature_policy"",""action_key"":""0:0"",""expected_safe_time"":8,""expected_terminal_margin"":0.499186,""expected_score"":8.002496,""expected_delta_v"":1.5},{""index"":1,""kind"":""lattice_first_step_then_signature_policy"",""action_key"":""0.4:0"",""expected_safe_time"":2.67,""expected_terminal_margin"":0,""expected_score"":2.67,""expected_delta_v"":1.068},{""index"":2,""kind"":""lattice_first_step_then_signature_policy"",""action_key"":""-0.4:0"",""expected_safe_time"":3.03,""expected_terminal_margin"":0,""expected_score"":3.03,""expected_delta_v"":1.212},{""index"":3,""kind"":""lattice_first_step_then_signature_policy"",""action_key"":""0:0.4"",""expected_safe_time"":2.12,""expected_terminal_margin"":0,""expected_score"":2.12,""expected_delta_v"":0.848},{""index"":4,""kind"":""lattice_first_step_then_signature_policy"",""action_key"":""0:-0.4"",""expected_safe_time"":3.88,""expected_terminal_margin"":0,""expected_score"":3.88,""expected_delta_v"":1.552},{""index"":5,""kind"":""lattice_first_step_then_signature_policy"",""action_key"":""0.28284271:0.28284271"",""expected_safe_time"":2.17,""expected_terminal_margin"":0,""expected_score"":2.17,""expected_delta_v"":0.868},{""index"":6,""kind"":""lattice_first_step_then_signature_policy"",""action_key"":""0.28284271:-0.28284271"",""expected_safe_time"":7.68,""expected_terminal_margin"":0,""expected_score"":7.68,""expected_delta_v"":3.072},{""index"":7,""kind"":""lattice_first_step_then_signature_policy"",""action_key"":""-0.28284271:0.28284271"",""expected_safe_time"":2.35,""expected_terminal_margin"":0,""expected_score"":2.35,""expected_delta_v"":0.94},{""index"":8,""kind"":""lattice_first_step_then_signature_policy"",""action_key"":""-0.28284271:-0.28284271"",""expected_safe_time"":4.85,""expected_terminal_margin"":0,""expected_score"":4.85,""expected_delta_v"":1.94}]"
mu_1__dt_0p01__r_1p075__v_1p15__thrust_0p4__noise_0p01__gq_0p75__gminr_1p15__gaccel_2p5__gtidal_35__near_escape__bayes_floor_particle_mpc__seed_007,mu_1__dt_0p01__r_1p075__v_1p15__thrust_0p4__noise_0p01__gq_0p75__gminr_1p15__gaccel_2p5__gtidal_35,7,near_escape,7,0.07,0,signature_policy,0:0,0,0,8,0.499281,8.002496,1.504,0:0,8.002496,0:0,8.002496,0.01,false,"[{""index"":0,""kind"":""signature_policy"",""action_key"":""0:0"",""expected_safe_time"":8,""expected_terminal_margin"":0.499281,""expected_score"":8.002496,""expected_delta_v"":1.504},{""index"":1,""kind"":""lattice_first_step_then_signature_policy"",""action_key"":""0.4:0"",""expected_safe_time"":2.67,""expected_terminal_margin"":0,""expected_score"":2.67,""expected_delta_v"":1.068},{""index"":2,""kind"":""lattice_first_step_then_signature_policy"",""action_key"":""-0.4:0"",""expected_safe_time"":3.02,""expected_terminal_margin"":0,""expected_score"":3.02,""expected_delta_v"":1.208},{""index"":3,""kind"":""lattice_first_step_then_signature_policy"",""action_key"":""0:0.4"",""expected_safe_time"":2.12,""expected_terminal_margin"":0,""expected_score"":2.12,""expected_delta_v"":0.848},{""index"":4,""kind"":""lattice_first_step_then_signature_policy"",""action_key"":""0:-0.4"",""expected_safe_time"":3.89,""expected_terminal_margin"":0,""expected_score"":3.89,""expected_delta_v"":1.556},{""index"":5,""kind"":""lattice_first_step_then_signature_policy"",""action_key"":""0.28284271:0.28284271"",""expected_safe_time"":2.16,""expected_terminal_margin"":0,""expected_score"":2.16,""expected_delta_v"":0.864},{""index"":6,""kind"":""lattice_first_step_then_signature_policy"",""action_key"":""0.28284271:-0.28284271"",""expected_safe_time"":7.68,""expected_terminal_margin"":0,""expected_score"":7.68,""expected_delta_v"":3.072},{""index"":7,""kind"":""lattice_first_step_then_signature_policy"",""action_key"":""-0.28284271:0.28284271"",""expected_safe_time"":2.34,""expected_terminal_margin"":0,""expected_score"":2.34,""expected_delta_v"":0.936},{""index"":8,""kind"":""lattice_first_step_then_signature_policy"",""action_key"":""-0.28284271:-0.28284271"",""expected_safe_time"":4.84,""expected_terminal_margin"":0,""expected_score"":4.84,""expected_delta_v"":1.936}]"
mu_1__dt_0p01__r_1p075__v_1p15__thrust_0p4__noise_0p01__gq_0p75__gminr_1p15__gaccel_2p5__gtidal_35__near_escape__bayes_floor_particle_mpc__seed_007,mu_1__dt_0p01__r_1p075__v_1p15__thrust_0p4__noise_0p01__gq_0p75__gminr_1p15__gaccel_2p5__gtidal_35,7,near_escape,8,0.08,0,signature_policy,0:0,0,0,8,0.499378,8.002497,1.508,0:0,8.002497,0:0,8.002497,0.01,false,"[{""index"":0,""kind"":""signature_policy"",""action_key"":""0:0"",""expected_safe_time"":8,""expected_terminal_margin"":0.499378,""expected_score"":8.002497,""expected_delta_v"":1.508},{""index"":1,""kind"":""lattice_first_step_then_signature_policy"",""action_key"":""0.4:0"",""expected_safe_time"":2.67,""expected_terminal_margin"":0,""expected_score"":2.67,""expected_delta_v"":1.068},{""index"":2,""kind"":""lattice_first_step_then_signature_policy"",""action_key"":""-0.4:0"",""expected_safe_time"":3.01,""expected_terminal_margin"":0,""expected_score"":3.01,""expected_delta_v"":1.204},{""index"":3,""kind"":""lattice_first_step_then_signature_policy"",""action_key"":""0:0.4"",""expected_safe_time"":2.11,""expected_terminal_margin"":0,""expected_score"":2.11,""expected_delta_v"":0.844},{""index"":4,""kind"":""lattice_first_step_then_signature_policy"",""action_key"":""0:-0.4"",""expected_safe_time"":3.89,""expected_terminal_margin"":0,""expected_score"":3.89,""expected_delta_v"":1.556},{""index"":5,""kind"":""lattice_first_step_then_signature_policy"",""action_key"":""0.28284271:0.28284271"",""expected_safe_time"":2.16,""expected_terminal_margin"":0,""expected_score"":2.16,""expected_delta_v"":0.864},{""index"":6,""kind"":""lattice_first_step_then_signature_policy"",""action_key"":""0.28284271:-0.28284271"",""expected_safe_time"":7.68,""expected_terminal_margin"":0,""expected_score"":7.68,""expected_delta_v"":3.072},{""index"":7,""kind"":""lattice_first_step_then_signature_policy"",""action_key"":""-0.28284271:0.28284271"",""expected_safe_time"":2.34,""expected_terminal_margin"":0,""expected_score"":2.34,""expected_delta_v"":0.936},{""index"":8,""kind"":""lattice_first_step_then_signature_policy"",""action_key"":""-0.28284271:-0.28284271"",""expected_safe_time"":4.84,""expected_terminal_margin"":0,""expected_score"":4.84,""expected_delta_v"":1.936}]"
mu_1__dt_0p01__r_1p075__v_1p15__thrust_0p4__noise_0p01__gq_0p75__gminr_1p15__gaccel_2p5__gtidal_35__near_escape__bayes_floor_particle_mpc__seed_007,mu_1__dt_0p01__r_1p075__v_1p15__thrust_0p4__noise_0p01__gq_0p75__gminr_1p15__gaccel_2p5__gtidal_35,7,near_escape,9,0.09,0,signature_policy,0:0,0,0,8,0.499476,8.002497,1.512,0:0,8.002497,0:0,8.002497,0.01,false,"[{""index"":0,""kind"":""signature_policy"",""action_key"":""0:0"",""expected_safe_time"":8,""expected_terminal_margin"":0.499476,""expected_score"":8.002497,""expected_delta_v"":1.512},{""index"":1,""kind"":""lattice_first_step_then_signature_policy"",""action_key"":""0.4:0"",""expected_safe_time"":2.67,""expected_terminal_margin"":0,""expected_score"":2.67,""expected_delta_v"":1.068},{""index"":2,""kind"":""lattice_first_step_then_signature_policy"",""action_key"":""-0.4:0"",""expected_safe_time"":3,""expected_terminal_margin"":0,""expected_score"":3,""expected_delta_v"":1.2},{""index"":3,""kind"":""lattice_first_step_then_signature_policy"",""action_key"":""0:0.4"",""expected_safe_time"":2.11,""expected_terminal_margin"":0,""expected_score"":2.11,""expected_delta_v"":0.844},{""index"":4,""kind"":""lattice_first_step_then_signature_policy"",""action_key"":""0:-0.4"",""expected_safe_time"":3.9,""expected_terminal_margin"":0,""expected_score"":3.9,""expected_delta_v"":1.56},{""index"":5,""kind"":""lattice_first_step_then_signature_policy"",""action_key"":""0.28284271:0.28284271"",""expected_safe_time"":2.16,""expected_terminal_margin"":0,""expected_score"":2.16,""expected_delta_v"":0.864},{""index"":6,""kind"":""lattice_first_step_then_signature_policy"",""action_key"":""0.28284271:-0.28284271"",""expected_safe_time"":7.68,""expected_terminal_margin"":0,""expected_score"":7.68,""expected_delta_v"":3.072},{""index"":7,""kind"":""lattice_first_step_then_signature_policy"",""action_key"":""-0.28284271:0.28284271"",""expected_safe_time"":2.33,""expected_terminal_margin"":0,""expected_score"":2.33,""expected_delta_v"":0.932},{""index"":8,""kind"":""lattice_first_step_then_signature_policy"",""action_key"":""-0.28284271:-0.28284271"",""expected_safe_time"":4.83,""expected_terminal_margin"":0,""expected_score"":4.83,""expected_delta_v"":1.932}]"
