phase,policyLabel,trialId,controllerFamily,sensorTier,cellId,axis,severity,seed,configHash,terminalOutcome,steps,regimeRetention,terminalAlignment,terminalDistance,pathEfficiency,timeToSuccess,saturationCount,failurePattern
phase3-probe-slate,Phase6-scale2-lambda-0.90-scale-2.0,Phase6-scale2-lambda-0.90-scale-2.0_local-probe-field_nominal_seed_10000,json_policy,local-probe-field,nominal,nominal,nominal,10000,4d4de7dd,timeout,200,0.5,0.95490693,0.45567124,0.98210369,200,90,false-basin-capture
phase3-probe-slate,Phase6-scale2-lambda-0.90-scale-2.0,Phase6-scale2-lambda-0.90-scale-2.0_local-probe-field_nominal_seed_10001,json_policy,local-probe-field,nominal,nominal,nominal,10001,dbde5307,timeout,200,0,0.80401292,0.9907723,0.91167918,200,51,oscillation
phase3-probe-slate,Phase6-scale2-lambda-0.90-scale-2.0,Phase6-scale2-lambda-0.90-scale-2.0_local-probe-field_nominal_seed_10002,json_policy,local-probe-field,nominal,nominal,nominal,10002,d15e3c95,timeout,200,0,0.54090417,1.66292189,0.94457637,200,34,unclassified
phase3-probe-slate,Phase6-scale2-lambda-0.90-scale-2.0,Phase6-scale2-lambda-0.90-scale-2.0_local-probe-field_nominal_seed_10003,json_policy,local-probe-field,nominal,nominal,nominal,10003,93d87763,timeout,200,0.135,0.93887709,0.53274585,0.98971625,200,100,false-basin-capture
phase3-probe-slate,Phase6-scale2-lambda-0.90-scale-2.0,Phase6-scale2-lambda-0.90-scale-2.0_local-probe-field_nominal_seed_10004,json_policy,local-probe-field,nominal,nominal,nominal,10004,0d82caa5,timeout,200,0.315,0.98250833,0.28179614,0.89502066,200,0,oscillation
phase3-probe-slate,Phase6-scale2-lambda-0.90-scale-2.0,Phase6-scale2-lambda-0.90-scale-2.0_local-probe-field_nominal_seed_10005,json_policy,local-probe-field,nominal,nominal,nominal,10005,ea764b5f,timeout,200,0.105,0.86028429,0.82293116,0.93705178,200,40,false-basin-capture
phase3-probe-slate,Phase6-scale2-lambda-0.90-scale-2.0,Phase6-scale2-lambda-0.90-scale-2.0_local-probe-field_nominal_seed_10006,json_policy,local-probe-field,nominal,nominal,nominal,10006,3991861d,timeout,200,0.08,0.78106364,1.05448751,0.90947716,200,77,oscillation
phase3-probe-slate,Phase6-scale2-lambda-0.90-scale-2.0,Phase6-scale2-lambda-0.90-scale-2.0_local-probe-field_nominal_seed_10007,json_policy,local-probe-field,nominal,nominal,nominal,10007,e23da043,timeout,200,0,0.82364519,0.93438186,0.92740659,200,17,oscillation
phase3-probe-slate,Phase6-scale2-lambda-0.90-scale-2.0,Phase6-scale2-lambda-0.90-scale-2.0_local-probe-field_nominal_seed_10008,json_policy,local-probe-field,nominal,nominal,nominal,10008,36a39d3d,timeout,200,0,0.423647,1.96592122,0.74838084,200,57,unclassified
phase3-probe-slate,Phase6-scale2-lambda-0.90-scale-2.0,Phase6-scale2-lambda-0.90-scale-2.0_local-probe-field_nominal_seed_10009,json_policy,local-probe-field,nominal,nominal,nominal,10009,5a6ab487,timeout,200,0,0.76777483,1.09048821,0.90100743,200,85,oscillation
