sample_i,sample_j,signature_distance,high_mode_distance,high_distance_over_delta_h,sample_i_high_norm,sample_j_high_norm
0,13,0.00027832731469780545,0.00010194032787266104,1.0728501730588733,0.001968820799100757,0.0019510967229055783
0,14,0.0002980912933211919,0.00010966198361917854,1.15411516285075,0.001968820799100757,0.0019493144076828497
0,15,0.00031762704105746094,0.00011737243705218471,1.2352622561806461,0.001968820799100757,0.0019474963905676658
0,16,0.0003369357721814673,0.00012507180166502617,1.316292647486123,0.001968820799100757,0.0019456467001715849
0,17,0.0003560186735611218,0.00013276000201330684,1.397205542768033,0.001968820799100757,0.0019437691847764072
0,18,0.0003748769079418808,0.00014043679240299494,1.4779983562696892,0.001968820799100757,0.001941867517773671
0,19,0.00039351161704319896,0.00014810177425853962,1.5586668932640617,0.001968820799100757,0.0019399452029815732
0,20,0.0004119239244743086,0.0001557544122445666,1.6392055197232749,0.001968820799100757,0.0019380055798409294
0,21,0.00043011493847649936,0.0001633940492130203,1.7196073196267516,0.001968820799100757,0.001936051828492138
0,22,0.00044808575449892344,0.0001710199200455321,1.7998642406423946,0.001968820799100757,0.0019340869747353495
0,23,0.0004658374576147118,0.0001786311644584181,1.87996722889017,0.001968820799100757,0.00193211389487626
0,24,0.0004833711247840469,0.00018622683883510568,1.9599063534700663,0.001968820799100757,0.001930135320460033
0,25,0.0005006878269706126,0.00019380592714803054,2.03967092140737,0.001968820799100757,0.001928153842895939
0,26,0.0005177886311176593,0.00020136735102919216,2.1192495836381724,0.001968820799100757,0.0019261719179753175
0,27,0.0005346746019897418,0.00020890997904564267,2.1986304326273567,0.001968820799100757,0.0019241918702854555
0,28,0.0005513468038859752,0.00021643263523326735,2.2778010921806304,0.001968820799100757,0.001922215897521941
0,29,0.0005678063022304952,0.00022393410693930964,2.356748799981579,0.001968820799100757,0.0019202460747019744
0,30,0.000584054165045588,0.00023141315202124276,2.4354604833547198,0.001968820799100757,0.0019182843582810614
0,31,0.0006000914643127938,0.00023886850544680146,2.5139228287261908,0.001968820799100757,0.0019163325901754072
0,32,0.0006159192772271142,0.000246298885337286,2.592122345225268,0.001968820799100757,0.00191439250169223
0,33,0.0006315386873492438,0.00025370299849364526,2.6700454228425006,0.001968820799100757,0.0019124657173701237
0,34,0.0006469507856606074,0.00026107954544234553,2.747678385533926,0.001968820799100757,0.0019105537587314682
0,35,0.0006621566715257934,0.0002684272250356435,2.8250075396357053,0.001968820799100757,0.001908658047948793
0,36,0.0006771574535668083,0.0002757447386386098,2.902019217929596,0.001968820799100757,0.0019067799114268924
0,37,0.0006919542504534293,0.00028303079393309275,2.978699819676992,0.001968820799100757,0.0019049205833023704
0,38,0.0007065481916137567,0.00029028410836677055,3.0550358469177734,0.001968820799100757,0.0019030812088622045
0,39,0.0007209404178689142,0.00029750341227352187,3.131013937310005,0.001968820799100757,0.0019012628478828194
0,40,0.0007351320819957227,0.0003046874516895287,3.206620893767438,0.001968820799100757,0.0018994664778910599
0,41,0.0007491243492209775,0.0003118349908878267,3.2818437111338667,0.001968820799100757,0.0018976929973483741
0,42,0.0007629183976508719,0.0003189448146524255,3.3566696001166463,0.001968820799100757,0.0018959432287594354
0,43,0.0007765154186389298,0.00032601573031162495,3.431086008685912,0.001968820799100757,0.0018942179217063563
0,44,0.0007899166170957049,0.0003330465695487627,3.505080641131422,0.001968820799100757,0.0018925177558095807
0,45,0.0008031232117433488,0.00034003619000732134,3.578641474955183,0.001968820799100757,0.0018908433436164785
0,46,0.0008161364353180654,0.0003469834767061128,3.6517567757652656,0.001968820799100757,0.0018891952334186136
0,47,0.0008289575347232981,0.00035388734327912463,3.724415110324316,0.001968820799100757,0.0018875739119986108
0,48,0.0008415877711364189,0.00036074673305355786,3.7966053578951455,0.001968820799100757,0.0018859798073074946
0,49,0.0008540284200715605,0.00036756061997861094,3.868316720015527,0.001968820799100757,0.0018844132910733542
1,14,0.0002753832036559619,0.0001017922499310152,1.071291756987077,0.001967961914746778,0.0019493144076828497
1,15,0.0002949407787504014,0.00010952006819437355,1.1526216029295777,0.001967961914746778,0.0019474963905676658
1,16,0.00031427254450968104,0.00011723734021556186,1.233840457099015,0.001967961914746778,0.0019456467001715849
1,17,0.0003333796460140299,0.00012494392531599594,1.3149468389523444,0.001967961914746778,0.0019437691847764072
1,18,0.00035226320513496556,0.00013263951702119904,1.3959375230614914,0.001967961914746778,0.001941867517773671
1,19,0.00037092432361812103,0.0001403236602124692,1.4768077196225744,0.001967961914746778,0.0019399452029815732
1,20,0.00038936408598494844,0.00014799576703212339,1.5575512418473996,0.001967961914746778,0.0019380055798409294
1,21,0.0004075835622605433,0.00015565513161616527,1.6381606610144153,0.001967961914746778,0.001936051828492138
1,22,0.00042558381053468255,0.0001633009437257828,1.7186274499306267,0.001967961914746778,0.0019340869747353495
1,23,0.00044336587936292415,0.0001709323013463879,1.7989421155276168,0.001967961914746778,0.00193211389487626
1,24,0.00046093081001446893,0.00017854822232003274,1.8790943212845386,0.001967961914746778,0.001930135320460033
1,25,0.00047827963857325826,0.0001861476550740384,1.9590730001393744,0.001967961914746778,0.001928153842895939
1,26,0.0004954133978985922,0.00019372948850561312,2.0388664585175866,0.001967961914746778,0.0019261719179753175
1,27,0.0005123331194513719,0.0002012925610791457,2.118462472074723,0.001967961914746778,0.0019241918702854555
1,28,0.0005290398349918456,0.00020883566918979528,2.1978483737173105,0.001967961914746778,0.001922215897521941
1,29,0.0005455345781545875,0.00021635757484396686,2.277011134434453,0.001967961914746778,0.0019202460747019744
1,30,0.0005618183859062006,0.00022385701270430584,2.355937437441437,0.001967961914746778,0.0019182843582810614
1,31,0.0005778922998910826,0.00023133269654397265,2.4346137461064288,0.001967961914746778,0.0019163325901754072
1,32,0.000593757367670407,0.00023878332515218573,2.5130263661021557,0.001967961914746778,0.00191439250169223
1,33,0.0006094146438592692,0.0002462075877303612,2.591161502196477,0.001967961914746778,0.0019124657173701237
1,34,0.0006248651911667931,0.00025360416881563486,2.669005310068984,0.001967961914746778,0.0019105537587314682
1,35,0.0006401100813438139,0.0002609717527661283,2.7465439435152725,0.001967961914746778,0.001908658047948793
1,36,0.0006551503960425784,0.0002683090278400294,2.8237635973763857,0.001967961914746778,0.0019067799114268924
1,37,0.0006699872275927493,0.0002756146898983779,2.900650546508034,0.001967961914746778,0.0019049205833023704
1,38,0.0006846216796978344,0.000282887445759402,2.977191181082618,0.001967961914746778,0.0019030812088622045
1,39,0.0006990548680559978,0.00029012601623032094,3.053372038496821,0.001967961914746778,0.0019012628478828194
1,40,0.0007132879209090867,0.00029732913884071593,3.129179832138409,0.001967961914746778,0.0018994664778910599
1,41,0.000727321979523515,0.0003044955702998764,3.2046014772480755,0.001967961914746778,0.0018976929973483741
1,42,0.0007411581986065522,0.0003116240886989338,3.279624114095344,0.001967961914746778,0.0018959432287594354
1,43,0.0007547977466613848,0.00031871349547711657,3.3542351286720185,0.001967961914746778,0.0018942179217063563
1,44,0.0007682418062842142,0.0003257626171700658,3.4284221710919778,0.001967961914746778,0.0018925177558095807
1,45,0.0007814915744064967,0.000332770306956867,3.502173171872591,0.001967961914746778,0.0018908433436164785
1,46,0.0007945482624853442,0.00033973544602124123,3.575476356260298,0.001967961914746778,0.0018891952334186136
1,47,0.0008074130966449355,0.00034665694474122707,3.648320256751176,0.001967961914746778,0.0018875739119986108
1,48,0.0008200873177717075,0.0003535337437206377,3.7206937239462956,0.001967961914746778,0.0018859798073074946
1,49,0.0008325721815659661,0.0003603648146746124,3.7925859358715295,0.001967961914746778,0.0018844132910733542
2,15,0.00027247474227416036,0.00010167922859233554,1.07010228697759,0.0019669958524829692,0.0019474963905676658
2,16,0.00029182770284793977,0.00010941251907142159,1.1514897241375508,0.0019669958524829692,0.0019456467001715849
2,17,0.0003109571720208698,0.00011713561831914859,1.232769905763265,0.0019669958524829692,0.0019437691847764072
2,18,0.00032986423120274296,0.0001248481600594464,1.3139389770569958,0.0019669958524829692,0.001941867517773671
2,19,0.0003485499425671496,0.0001325496335323765,1.3949915626300236,0.0019669958524829692,0.0019399452029815732
