i,dEdt,g,R
0,0.01556114332228306,0.06043661191383674,-0.044875468591553676
1,0.015869022324034678,0.06057998013821275,-0.044710957814178075
2,0.01607404945823579,0.06115267596981054,-0.04507862651157475
3,0.016916199819219352,0.0628510759775804,-0.045934876158361046
4,0.018398451612869605,0.06554820183093944,-0.04714975021806984
5,0.019899142880051048,0.06831407986128714,-0.04841493698123609
6,0.020695717252045324,0.06997977136512419,-0.049284054113078866
7,0.020343305378790005,0.06968273240715794,-0.04933942702836794
8,0.018592936446299453,0.06699862474091078,-0.04840568829461133
9,0.015098967775827601,0.06178569255998323,-0.04668672478415563
10,0.009469754914156817,0.054174781021734945,-0.04470502610757813
11,0.0018668139458560967,0.04491182980418268,-0.04304501585832658
12,-0.0062137868021032786,0.03574759470732737,-0.04196138150943065
13,-0.011796283159592729,0.02930698649512951,-0.04110326965472224
14,-0.011856372951729328,0.02807122357708307,-0.0399275965288124
15,-0.005930983407049589,0.032676579353333776,-0.038607562760383365
16,0.002504712539576133,0.04062299321821142,-0.038118280678635284
17,0.007844340611423854,0.04699047496104648,-0.03914613434962263
18,0.006448002449122192,0.04735289931988343,-0.04090489687076124
19,-0.0007560581822805834,0.04067486761356185,-0.041430925795842434
20,-0.009771669675213913,0.029888569515238054,-0.03966023919045197
21,-0.01684134132518854,0.019908298557732268,-0.036749639882920807
22,-0.020334806896712035,0.014486366091756303,-0.03482117298846834
23,-0.020877162566639625,0.014029536769988787,-0.03490669933662841
24,-0.02039328309793187,0.016000233531513308,-0.03639351662944518
25,-0.02046487782634621,0.017421292595575125,-0.037886170421921335
26,-0.02119714566084777,0.017185541046902415,-0.038382686707750184
27,-0.021533607865166324,0.016423553321257778,-0.0379571611864241
28,-0.02032888110513452,0.0171800025160253,-0.03750888362115982
29,-0.017150326616856438,0.020798222157032652,-0.03794854877388909
30,-0.012478790917817551,0.027122557101547002,-0.03960134801936455
31,-0.007352602068707942,0.03478392747660134,-0.04213652954530928
32,-0.0026848608957168035,0.04213780962046747,-0.04482267051618427
33,0.0012697100845324716,0.04814041017548781,-0.04687070009095534
34,0.00485982012411694,0.052630753037547814,-0.047770932913430875
35,0.008446819143930875,0.055959953305664153,-0.04751313416173328
36,0.011844275592197119,0.058394099675391276,-0.046549824083194156
37,0.014382729327101267,0.05989035361296304,-0.045507624285861775
38,0.01560894223243442,0.06045378101920887,-0.04484483878677445
39,0.015875453539802867,0.0605956512324343,-0.044720197692631435
40,0.016109111643299187,0.06123449086316598,-0.04512537921986679
41,0.01700773098086053,0.06302177780533182,-0.046014046824471286
42,0.018516950759542433,0.06576227780054619,-0.04724532704100376
43,0.019988529028267733,0.06848606916497783,-0.0484975401367101
44,0.02071228592219594,0.07003196271763627,-0.04931967679544033
45,0.020265872413147666,0.06957045008195419,-0.04930457766880652
46,0.01840212911411354,0.06670396914158667,-0.048301840027473134
47,0.014763407813669402,0.061306767290395706,-0.046543359476726304
48,0.008972639254023689,0.053539487908861004,-0.044566848654837316
49,0.0012642460238331057,0.04421121783407001,-0.042946971810236906
50,-0.006748140348760694,0.03515056406243969,-0.04189870441120038
51,-0.012014457776094337,0.029017664111161596,-0.04103212188725593
52,-0.011606933328417179,0.028220429501495416,-0.039827362829912595
53,-0.005335879651487185,0.03319434294573273,-0.038530222597219915
54,0.003065463930446384,0.04120651661163651,-0.03814105268119013
55,0.007987011724100976,0.04725735942441162,-0.03927034770031065
56,0.0060798779322752475,0.04708893892491847,-0.041009060992643225
57,-0.0014071824738106364,0.03997105281704675,-0.041378235290857386
58,-0.010387865258097814,0.029072657243257003,-0.03946052250135482
59,-0.01722189214729311,0.019331111176414534,-0.036553003323707645
60,-0.02045508380352047,0.014303017019910819,-0.03475810082343129
61,-0.020851205533818046,0.014131933155637318,-0.034983138689455365
62,-0.02036884794572441,0.016150496275016184,-0.036519344220740595
63,-0.020504387741629795,0.01745768265417653,-0.037962070395806326
64,-0.021251060408345537,0.017123946468909777,-0.03837500687725531
65,-0.0215083911323075,0.016403791650633645,-0.037912182782941145
66,-0.020162803335309565,0.01734000468505719,-0.037502808020366755
67,-0.016848926868166796,0.021179826940968614,-0.03802875380913541
68,-0.012106271157458385,0.02765765689082268,-0.039763928048281064
69,-0.006988583451906845,0.03534906118560167,-0.04233764463750851
70,-0.0023736231784380266,0.0426287575507188,-0.04500238072915683
71,0.001538153722743428,0.04851674741874141,-0.04697859369599798
72,0.005120133854012644,0.052908199653284055,-0.04778806579927141
73,0.008707791319250507,0.056166984186876524,-0.04745919286762602
74,0.012067547738819746,0.05853672330186063,-0.046469175563040886
75,0.014517697513638482,0.05996050159981964,-0.045442804086181156
76,0.01565132881414351,0.06046847954915594,-0.04481715073501243
77,0.01588183434387238,0.06061409788414419,-0.04473226354027181
78,0.01614810088603759,0.06132285160076651,-0.04517475071472892
79,0.01710280505337434,0.06319794042999038,-0.046095135376616046
80,0.0186352628289645,0.06597634289943537,-0.047341080070470866
81,0.020073765625041283,0.06865159897923079,-0.048577833354189505
82,0.020722522749674975,0.07007323875626155,-0.049350716006586574
83,0.020180956589370226,0.06944523478333495,-0.04926427819396472
84,0.018201901639574046,0.06639571649741281,-0.04819381485783877
85,0.014416111616092846,0.06081491809117142,-0.046398806475078574
86,0.008464648752183168,0.05289538332981691,-0.04443073457763374
87,0.0006593117476561203,0.04351160713831975,-0.04285229539066363
88,-0.007267885082456377,0.03456921215732177,-0.041837097239778145
89,-0.012201068087497442,0.028757692322200386,-0.04095876040969783
90,-0.01132426828927863,0.028401954730530702,-0.03972622301980933
91,-0.0047284255716175255,0.03372946794155624,-0.03845789351317377
92,0.0036065384183114613,0.0417792358816684,-0.03817269746335694
93,0.008090921122969344,0.047489347714332386,-0.03939842659136304
94,0.0056806525411850495,0.046786031284477614,-0.041105378743292564
95,-0.002065942225548484,0.039246226836929715,-0.0413121690624782
96,-0.010991542957920156,0.02826359380790291,-0.03925513676582307
97,-0.017582206305773902,0.018780750167520913,-0.036362956473294815
98,-0.0205596482759793,0.014146950481365135,-0.034706598757344435
99,-0.020820808586448764,0.014246078811819881,-0.035066887398268645
100,-0.020348481128040146,0.016295952253279667,-0.03664443338131981
101,-0.02054767857125467,0.017484251047703778,-0.038031929618958446
102,-0.021302342676278528,0.01705993703136796,-0.03836227970764649
103,-0.021474257480824818,0.016393275106823504,-0.03786753258764832
104,-0.019985794749060464,0.017516230669403065,-0.03750202541846353
105,-0.01653965898136644,0.021576050970362252,-0.038115709951728693
106,-0.011731840597995591,0.02819930881199969,-0.03993114940999528
107,-0.00662758711265448,0.03591167284347059,-0.04253925995612507
108,-0.002066425215266579,0.043111854242889394,-0.04517827945815597
109,0.0018048595930552913,0.048884883948886515,-0.047080024355831224
110,0.0053807741225836425,0.05317968785371593,-0.047798913731132285
111,0.008967790863069966,0.056369448721948504,-0.04740165785887854
112,0.012285836741556096,0.05867426852851602,-0.04638843178695992
113,0.014645220421672767,0.06002549147884398,-0.04538027105717121
114,0.015688630646243713,0.06048104115115076,-0.044792410504907045
115,0.01588855973819652,0.060635701465548815,-0.044747141727352294
116,0.01619114683798361,0.06141786315699537,-0.04522671631901176
117,0.01720122963485976,0.06337928133886259,-0.046178051704002826
118,0.01875306832093039,0.0661899124310656,-0.04743684411013521
119,0.02015462580471125,0.06881025506372122,-0.04865562925900997
120,0.0207263327912639,0.07010337974564759,-0.04937704695438369
121,0.020088457762421928,0.06930700457403399,-0.049218546811612064
122,0.01799207054638479,0.0660738562393132,-0.048081785692928404
123,0.014056977566884801,0.06031029455140528,-0.04625331698452048
124,0.007946100383008373,0.052242975658785155,-0.04429687527577678
125,5.3001764165956644e-05,0.042813944983120536,-0.04276094321895458
126,-0.00777161094021183,0.03400467471428436,-0.04177628565449619
127,-0.012355299001692431,0.02852777487846979,-0.04088307388016222
128,-0.011009161251521439,0.028615346489282267,-0.039624507740803706
129,-0.0041108384728019975,0.03428018850199734,-0.03839102697479934
130,0.004125808636324946,0.04233900927597713,-0.03821320063965218
131,0.008155718447265231,0.047685345292210246,-0.039529626844945015
132,0.005251753900724361,0.04644482031008975,-0.04119306640936539
133,-0.002730567274843082,0.038502296244353605,-0.04123286351919669
134,-0.011581683014807984,0.027463312741285682,-0.039044995756093666
135,-0.017922236451542794,0.018257964972575518,-0.03618020142411831
