beta,config_idx,W11_r1,W11_r2,W11_r3,W11_r4,W11_r5,W12_r1,W12_r2,W12_r3,W12_r4,W12_r5,W13_r1,W13_r2,W13_r3,W13_r4,W13_r5,W22_r1,W22_r2,W22_r3,W22_r4,W22_r5
2.0,0,0.001149022929,0.000257370922,0.000492264755,-0.000160291109,-0.000598199222,0.0035194625,-0.000104235986,-0.000433950711,0.000388532975,0.000096467447,0.006927160088,-0.000335127594,0.000756901136,0.001145300251,-0.000042885196,0.002705103921,0.000424144343,-0.0006610256,0.000445563418,0.000330614528
2.0,1,0.000845662755,0.000022101653,0.000200136634,0.000589678299,0.000575798614,0.004967505265,-0.000056173737,0.000308861331,-0.000911353936,0.000713176881,0.004359036357,-0.000327054377,0.000841855365,0.000031817596,0.000423470473,0.002340981388,-0.000571610227,-0.000696368331,-0.001743542045,-0.000673664797
2.0,2,0.000626258407,0.001097573543,0.000801163563,0.000067002531,-0.000248027168,0.005721035067,0.001455123844,-0.000798221461,0.001587415748,0.000383717867,0.00542820531,-0.000544468185,0.000075115661,0.002982581,0.001388619706,0.004840011644,0.000558402059,-0.001732321638,-0.001371851279,-0.001158549249
2.0,3,0.000618971502,-0.000505223224,0.000435684508,0.00103509748,0.000666921329,0.004240012491,-0.000615582345,0.000200010165,0.000268457696,0.000140111317,0.004617967505,-0.000029556465,0.0006630931,0.000829439529,-0.000473744851,0.001764651042,-0.000650490728,-0.000399613283,-0.000142042929,-0.000065213403
2.0,4,0.001466368126,0.000668331786,-0.00001347844,-0.000405854258,0.000645440077,0.005192285138,-0.000067488404,0.000442211583,0.000173899538,0.00059571966,0.003990051477,0.000738836507,0.00022150863,0.001967689203,0.000741909168,0.0005913592,0.00110842872,-0.000506223611,-0.000530457397,-0.000357384647
2.0,5,0.001370817526,0.000218025018,0.000354752862,-0.000456487571,-0.000202528907,0.004933128621,0.000858880096,0.000152294365,-0.001219877202,-0.000171730641,0.005012249768,-0.000825407676,-0.000670121663,0.00038910104,-0.000069282595,0.002495848977,-0.000021568212,-0.000666706192,0.000097801508,0.00016059524
2.0,6,0.001026098421,-0.000213609328,0.000361055412,0.00043649017,-0.000675256238,0.003455353175,-0.000270308246,0.00030269335,-0.000349027933,-0.000342609894,0.004419673802,-0.000025357179,0.000123694216,0.00027495192,-0.000509324256,0.002857656507,0.001240686629,0.001008474324,0.000310935579,-0.000425910409
2.0,7,0.00137428653,-0.000244750963,0.000544510168,0.000238394262,-0.000243079392,0.006308338736,0.000354621365,0.000032704617,-0.000003791875,0.000494989435,0.007708250686,0.000596868218,0.000279458912,0.000324445885,0.00067240085,0.001678477231,0.000676196921,0.000810595348,-0.002244224522,-0.000588158938
2.0,8,0.001916721448,-0.000183330366,0.000664379182,-0.00141427078,0.0008895979,0.005452400311,0.001172164403,0.000916854069,0.001514288202,0.000270231475,0.006449770962,0.001140435763,0.000423638033,0.000600038853,0.000593000591,0.001678159404,-0.000332705926,-0.00092918438,0.000506807219,0.000678095427
2.0,9,-0.000631424237,-0.000353469917,0.000942041142,-0.001198414596,0.000175204696,0.002534592506,-0.000412492016,0.000703700603,0.000456418902,-0.000021771274,0.005852050305,-0.001136291241,0.000567230296,0.001052028577,0.000020636981,0.002895361285,-0.001263864515,-0.000884390694,-0.000735543444,0.000069402742
2.0,10,0.000228991978,0.000565641321,0.000595697715,0.000355341975,-0.000076577373,0.004843539951,0.001082618193,0.000141446066,0.000220780667,-0.000443435205,0.004709403365,0.000030447726,-0.00027928359,0.000372052227,0.000207979763,0.004261623995,0.000509053583,0.000192506191,-0.000511331581,0.000716081204
2.0,11,0.001129125396,0.000562589198,-0.001192062621,-0.000902294044,0.00004859965,0.003728095093,0.001531188633,-0.001279516149,-0.000060074371,0.000104779958,0.006471028336,-0.000052222343,-0.000153909289,-0.00006506535,-0.000273352185,0.001030187672,-0.000307279991,-0.002447918027,0.00048719296,0.000155474331
2.0,12,0.002320081981,0.000466498177,0.00067086201,-0.000458140412,0.000699423181,0.005239189933,-0.000057993671,0.000061641692,0.001916928833,0.00013952876,0.004600353357,-0.000321027163,0.000635597995,0.001395391781,0.000440068526,0.004549392364,-0.000417571127,0.000800265881,0.003390709584,0.001136570219
2.0,13,0.000531557897,-0.000472673843,0.000656771892,-0.000776674948,-0.000377076785,0.003494848407,-0.000425191191,-0.000477953687,-0.001775033565,-0.000263140512,0.006150872597,0.000539456134,-0.000129931315,0.000848740404,-0.000064024557,0.002208873615,0.000723862688,0.000425229388,-3.718736023587e-7,-0.000103888506
2.0,14,0.001040020743,0.000476280676,0.000725611731,0.000389702927,-0.000120416563,0.004449027068,0.000841428946,0.000967872912,0.000301160398,0.000360956551,0.005637911841,-0.000995548279,-0.001086202672,0.001200310195,0.000315732569,0.004101382074,0.002139115854,0.000279430824,-0.002585511117,0.000616000343
2.0,15,0.000185989804,0.000642306487,0.000908230104,-0.000822018241,-0.000441447572,0.005192956421,0.000039219476,-0.000211678761,0.000423769035,0.00046415389,0.006188841216,0.000917046962,-0.001573234025,0.001304761869,0.000544573401,0.002406065228,-0.000329783731,0.000183678323,-0.000061971078,0.000347200049
2.0,16,0.000673736935,0.000638016918,-0.000413279621,-0.00071836543,-0.000009265197,0.002649226155,-0.000202632537,-0.000132912087,-0.00052930795,0.000094871298,0.005455470628,-0.000787475418,-0.00001756213,-0.00056755589,0.000410121022,0.001740440418,0.000387201912,0.000140432281,-0.000685653624,0.000298058459
2.0,17,0.00143570387,0.001299706517,-0.00041663473,-0.000357977671,-0.000378052169,0.004134265888,0.000188294873,-0.000182178577,-0.001163793889,0.000229110558,0.005372689409,-0.000265380601,-0.000437909923,0.000406120462,0.000113091439,0.001668569497,-0.001388635015,0.001375632976,0.001222286313,-0.001010122917
2.0,18,0.000703761348,0.000353094268,-0.000023944516,-0.001396260645,0.000515661918,0.003418018971,0.001583377842,0.000529162391,0.00014701911,0.001303492392,0.006076503287,0.000708233593,0.002061844048,0.00383329529,0.000434285368,0.001673119596,-0.000245136341,0.000285965882,0.00170229169,0.000434316055
2.0,19,0.001343288136,0.000367948733,0.000801669774,0.000077998305,-0.000066478747,0.003898817343,-0.000275677377,0.001065611617,0.000584371535,-0.00010580714,0.007021040133,0.000014809988,0.000333266471,0.002057000714,-0.000125967357,0.003105863698,-0.001337031434,0.000194325911,-0.000381873853,0.000620767993
2.0,20,-0.000464172596,-0.000163207664,-0.00039887181,-0.000595176697,0.000509753542,0.00476214709,0.001104346895,0.001668725927,0.001915512679,0.000328986561,0.007099779823,-0.000310501926,0.001764392718,0.000572178021,0.000332826583,0.003148080002,0.000767563438,0.002073181381,0.001323194583,0.000591553244
2.0,21,0.000184903423,0.000701773893,-0.000077433692,-0.000309085135,-0.000038500392,0.006323874398,0.000648988778,-0.001472914825,-0.000132890179,-0.000620715661,0.005144911937,-0.000753645308,-0.00084110581,-0.000703853502,0.000002020002,0.001917534005,0.000597821375,-0.001674564915,0.000814189334,-0.000134991921
2.0,22,0.001517183106,0.000334561058,-0.000253806353,-0.000342875731,0.000476612701,0.003292760162,0.001787113687,0.002105303949,0.000159891831,0.000667226436,0.004434453062,0.000184407101,-0.000515007537,0.00164100149,0.000581074225,0.002665563007,-0.000303250498,0.001068130457,-0.000542254406,0.000227568879
2.0,23,0.001557964596,-0.000311210841,0.000452717546,-0.000995010449,-0.000553152384,0.004163342304,-0.000010793369,-0.001258747677,0.000082484862,0.000104828605,0.00568205391,0.000727393847,0.000901921879,-0.001159524775,-0.000582980806,0.001676725629,0.000501978409,-0.00033674869,0.001617272333,0.000471001239
2.0,24,0.001303903469,-0.000262971004,0.000134141835,0.000049981361,0.000125671938,0.004089064468,-0.000420416205,-0.000301343736,0.000464968175,-0.000239578994,0.005655456589,0.000523405069,0.000280581449,-0.00080944234,0.000088697663,0.001910368875,0.000595718494,-0.000788670888,-0.000779715032,-0.000064485669
2.0,25,0.001853860052,0.000099062509,-0.000565398518,-0.000482836231,0.000036158204,0.004545921648,0.000303768714,0.000737441517,0.00135347139,-0.000149210657,0.006357196476,0.000866964121,0.000988227302,0.001011837578,-0.000026861664,0.002044144671,0.001683562497,0.002141942261,-0.00177154576,0.000518974256
2.0,26,0.001015450272,0.000247750177,0.000151175466,-0.000543968647,0.000108895964,0.003202763608,-0.000525765922,0.000842012199,-0.001772941282,-0.000879175381,0.005941332948,-0.001339239352,-0.000230638787,0.000954976039,-0.000428156265,0.002290262261,0.000147074915,-0.000925985043,0.000298918333,-0.000098697214
2.0,27,0.001896782648,0.000935452086,0.000233772931,0.00088909896,0.000062805504,0.004426289204,0.000044328526,-0.00048081707,0.00062361906,-0.000210587588,0.005238520402,-0.000280824996,-0.000442253953,0.001013985165,0.000421085269,0.002396026178,0.001142595316,-0.000252135688,-0.000279577648,-0.000528122695
2.0,28,0.000922246084,0.000330771887,0.0004346432,0.001175853784,-0.000746240596,0.002820805315,-0.000060942676,0.000429853877,0.001514148604,0.000428849854,0.005076036118,-0.000380137332,0.000839911054,0.001507565881,0.000512309866,0.002931373421,-0.000166656103,-0.000281844541,-0.001129626555,-0.000229093992
2.0,29,0.002517788517,-0.000222134399,0.00098832659,0.000169394205,-0.000114307746,0.004891149868,0.000394627177,0.000326348218,-0.000707766155,-0.000503807931,0.004597736191,0.000896909388,-0.000704649467,0.000252448013,-0.000510414091,0.003254064687,0.000292013465,0.000605100083,0.000032005523,0.000243269599
2.0,30,0.003808252271,0.000666229328,-0.000569514878,-0.001611883476,0.000217704948,0.006482439207,0.001504168635,0.000877392281,0.000518852014,0.000682619352,0.00808168834,0.00054897125,0.001667627948,0.002632264971,0.000222139789,0.002803637019,-0.000818728321,-0.001267458092,0.00116074033,-0.000459911533
2.0,31,0.001201614451,-0.000345994542,0.000430377503,0.000066294136,-0.000586457878,0.003571988114,-0.000192448176,0.000648012736,0.000072353712,-0.000246415677,0.005039040541,-0.000985499686,-0.000562831315,0.000670442726,0.000848431871,0.003595373285,0.000003633305,0.000494762507,0.000637076377,0.000477836948
2.4,0,0.001891637761,0.000101681146,0.000465062037,-0.000993842752,-0.00027592365,0.004137374889,0.000380267953,0.000295201616,-0.000720521313,-0.000215491864,0.005302470369,-0.000396497733,-0.000392397801,0.001016510471,0.000315841426,0.003806439274,0.00007006514,-0.000423498132,0.00008024259,0.00028825163
2.4,1,0.000894818821,0.001092653096,-0.000107420742,0.001530587977,0.000413657233,0.006898450606,0.001776670031,0.001213925809,0.002388996509,0.000754160874,0.008856738079,0.002132319364,0.00133795931,0.002663783396,0.000535388937,0.003280057004,0.000078246793,0.001100803851,0.001138008905,-0.000621630363
2.4,2,0.00089633606,0.000404294418,-0.000172191394,0.000367053869,-0.000491702531,0.003541796292,0.000675663067,-0.000557597741,-0.0003636787,0.000192727545,0.005605120498,0.000958941298,0.000656233773,0.001762819375,0.000648541814,0.004317232017,0.000162395949,-0.000778116059,0.0003923529,0.000665716422
2.4,3,0.001756447964,0.000428471735,-0.000168014513,-0.00021593759,-0.000146801557,0.004880332967,0.001028155819,0.00067949691,0.000815274421,-0.000013591691,0.007998023982,0.002745733469,0.001372180956,0.000546386561,0.00050977572,0.003737514696,0.001166000296,-0.000962252791,-0.000084786801,0.000657402532
2.4,4,0.000795088623,-0.00038433412,-0.000038539926,0.000379306833,0.000051400484,0.005520277641,0.000383400044,0.000763009688,-0.000329346097,-0.000510534332,0.005902635485,-0.000396793193,0.001921797497,0.000698874279,-0.000634501693,0.004306715964,0.001405347292,-0.00091533285,0.000040569647,-0.000130122361
2.4,5,0.000806385843,0.000760015696,0.001082123397,-0.00031613594,-0.00001405906,0.005804093517,0.001674464363,0.000502000915,0.000717753271,0.000665888429,0.008500213444,0.000889035761,0.000650721533,0.003052525869,0.000481252686,0.003611458764,0.00041357293,-0.000269326742,0.00038880613,0.000481331846
2.4,6,0.001637901375,0.00114596089,0.000727273021,0.000993323006,0.000188072164,0.005948707628,0.001505825348,0.00066641469,-0.001032117087,-0.000089037373,0.007223477886,0.000875864723,0.000883062488,0.001905039122,0.000218544817,0.003994570169,-0.001140022821,0.00160181629,-0.000258012492,-0.000041028669
2.4,7,0.00117058885,0.000008542687,0.000305851572,0.000250358973,-0.00015586314,0.005298586417,0.000146743418,0.00032118189,-0.001248790234,-0.000704238206,0.00714642029,-0.000411249649,-0.000539514387,0.000982374069,-0.000627617544,0.004415841243,0.000764304965,-0.000415913013,-0.000032521172,-0.000243567732
2.4,8,0.001967627036,0.000296047487,-0.000780282598,0.000764979934,-0.000190418051,0.006024487536,0.00191418775,0.000473927678,-0.000055140507,-0.000193658176,0.005877172676,0.000998475385,0.001299793069,0.002099173493,0.000267755855,0.0043612406,0.000266576423,0.00109609565,-0.000771115963,-0.000373150521
2.4,9,0.001178008128,0.001562596601,0.001077623784,0.001015196529,0.001140215454,0.006396623912,0.002868919467,0.002781723369,0.001894826452,0.001524958044,0.008904396663,0.001652263404,0.001299428853,0.002855502547,0.001998660912,0.004549131967,0.000115348816,0.001013073946,-0.000411133833,0.000369979911
2.4,10,0.001872211449,0.000063201922,0.00022699944,0.000373667293,-0.00007050454,0.00339004478,0.002066167909,0.000618326724,-0.000016527252,0.000354988107,0.005582529985,-0.000064220368,-0.000385892004,0.002115504539,-0.000120204666,0.004176236992,-0.000745788785,0.000898522799,-0.000686322175,0.000319758968
2.4,11,0.001260982717,-0.000380766964,0.000418525334,-0.001329025572,-0.000286855506,0.005947663012,0.000878285571,0.000037447492,-0.001608607648,-0.00049642985,0.008838920134,0.001634321511,0.000873349019,0.001801826693,0.000606078837,0.004711790883,0.001518152476,0.000483633302,0.001492012706,0.000879181533
2.4,12,0.0011337844,0.000992311151,-0.000586985953,0.000030666849,-0.000608169705,0.004408597706,0.00080398199,0.001303937228,0.000316544907,-0.000073445739,0.004342714891,0.000783455544,0.002055296425,-0.00109799835,-0.000369208138,0.003814896885,0.000868849105,-0.000878991667,0.003286893331,0.00040529691
2.4,13,0.00059824775,0.00036232274,-0.000736438496,0.000704161344,-0.000256057921,0.003496607714,0.000735981917,-0.000130161381,0.000786780241,-0.00023667306,0.006631123923,-0.000299076202,0.000389855286,-0.000528606623,-0.000071859422,0.004969678908,0.000092676146,0.000740819929,0.001357504401,-0.000479223095
2.4,14,0.001318626284,-0.000056786187,-0.000298998764,0.000330175952,-0.000050838185,0.00402052673,-0.0000600683,0.00070368483,-0.000041738592,-0.000165261218,0.007370955007,0.000115447685,0.000235717125,0.001032922254,0.000149695577,0.003795668956,0.001949193168,0.001338070716,-0.000892454678,0.000353872495
2.4,15,0.002063548573,-0.000117176837,-0.000087652768,-0.000251143538,-0.000319546162,0.0048039479,-0.000345597941,-0.000056038344,-0.000110684659,0.000427694461,0.005896068338,-0.000005309201,0.000437163497,0.00010452393,-0.000275550944,0.003641937052,0.001203355448,-0.000140359389,-0.000790397989,-0.000028585811
2.4,16,0.000718484448,0.00052145502,-0.000316623693,-0.000445647029,0.000133043117,0.004441328275,-0.000207220756,0.000438171667,0.001395202519,-0.000153503055,0.006750273719,0.00088193954,-0.001771884853,0.000744538428,-0.000011523653,0.002858909747,-0.000212295181,0.001614955521,-0.000606484572,0.000395793971
2.4,17,0.001071971405,0.000401405799,0.000203137135,0.000067087494,0.000200305378,0.004698684231,0.000036401131,-0.000349730407,0.000212168382,-0.000205846812,0.00624143388,-0.000064309631,-0.00068068931,0.001140098719,0.000186451286,0.002813236004,-0.000472582551,-0.000021222873,0.001257522207,0.000082050694
2.4,18,0.001320285363,0.000790914089,0.000968658079,0.000586000069,0.000276438085,0.004616348232,-0.000100803968,0.000878245261,-0.000025136577,0.000527629,0.005560435607,-0.001289982318,0.000168380259,0.001210672081,0.00008341235,0.003138074482,-0.000167213375,-0.000675805035,-0.00008763896,-0.000244405875
2.4,19,0.000780601407,0.000504360661,-0.000369414206,0.00012936517,0.00002805343,0.006162296456,-0.000263105641,0.000484127099,-0.001359421946,-0.000241865042,0.00596272821,0.000546511883,0.000763778174,0.000420482251,-0.000490511635,0.004003099425,0.001275000447,-0.00107234777,-0.00022680937,0.000019967888
2.4,20,0.001351873225,0.000295161029,-0.000164807179,0.000435407346,0.000050270484,0.005662074696,0.001643509618,0.00064462627,-0.001113828779,0.000170963478,0.006273706389,0.000879417159,0.000418716184,-0.000917809094,-0.000538216409,0.003959239788,0.000820071207,-0.000113564251,-0.000016646455,-0.000694998734
2.4,21,0.001839401219,0.000475322575,-0.000393458598,-0.000677117091,0.000309602879,0.005501189045,0.000819187192,0.000258912894,0.000272375027,0.000017631625,0.005488373293,-0.000182862346,0.00029721611,0.002000189033,-0.0003333067,0.00631885558,0.000911718018,-0.000423772559,0.0007148147,0.000644721876
2.4,22,0.001579521743,0.000701805717,-0.000195476197,-0.000119522724,0.000139376438,0.00597492645,0.001724418172,0.00018040933,-0.000765553708,-0.000795053525,0.007680549243,0.000343455927,-0.00052943183,0.00286518697,-0.000494699969,0.006893942074,0.000721297683,0.001083710381,0.000613556989,0.000359056444
2.4,23,0.001763604078,0.000106729437,-0.000441675006,-0.000258882243,0.000014210032,0.004947624484,0.000027677363,0.000765721909,0.00196495859,0.000006605921,0.005145268988,-0.000438579361,-0.000093717942,0.001592065215,-0.00002850589,0.004073758975,-0.000251375568,-0.000636451348,0.000781451067,0.000263770681
2.4,24,0.001973699904,0.000454461499,-0.000012920285,-0.000211415575,-0.000652469933,0.005583982028,0.001105196112,0.000777557699,-0.000445492169,-0.000450915787,0.007024261245,0.000004466863,0.001199690158,0.00147410749,-0.000291217007,0.005977874801,0.002004982462,0.001588284845,0.003393561707,0.000234006466
2.4,25,0.001138555645,-0.000637902395,0.000030560288,-0.000874358584,-0.000384696892,0.005116099136,0.00017260125,0.000821054522,-0.000687333224,-0.000458713883,0.006997549062,-0.000012123222,-0.00009325621,0.000186384414,-0.000441233941,0.004214723091,-0.000924646101,-0.000829119556,0.001397911804,0.000292425131
2.4,26,0.000522411784,0.00028159502,-0.00078170898,-0.001025823543,0.000121518773,0.003637110242,-0.000397471619,-0.001434136431,0.000787550342,-0.00038613513,0.006528528178,-0.000046135769,-0.00083576449,0.000868500394,-0.000360635799,0.003388813143,-0.001096551417,-0.000003452644,0.002393376862,-0.000265561098
2.4,27,0.002220204063,0.000255856557,-0.000726933012,0.000095355714,0.000601548563,0.006466870403,0.001021514908,0.000017008314,-0.000124248667,-0.000038804344,0.005520705496,0.000228649608,0.000875904111,0.000345500107,0.000002462437,0.00293799468,0.000797851658,-0.000023396085,0.000030980891,-0.001498511285
2.4,28,0.000887003863,-0.000033155757,0.000261884462,-0.000054302004,0.000585645694,0.005496184217,0.000017407547,-0.001722393347,0.000976074383,-0.000295762535,0.008433388692,0.001498093671,-0.001164564213,0.000929419572,0.001112543702,0.005045424423,0.00172720842,0.000370529073,0.001546148819,0.000331863366
2.4,29,0.000909074605,-0.000290014231,-0.000323762209,0.001204101242,0.00018471163,0.003967857926,0.000533355728,-0.000806702573,0.000742000884,-0.000185017966,0.006742234627,0.001263148229,0.000575068172,0.002398471641,0.000690005253,0.00646838927,0.002098270235,0.00156073164,-0.000814940404,-0.000276636804
2.4,30,0.001652572431,0.000180484805,0.000431963578,0.000041318096,-0.000345995041,0.004597198051,0.000164270544,0.000958611397,0.000300056289,-0.000085034496,0.006179587663,0.000469901196,0.000208070687,0.001318041438,0.000254994362,0.002431472878,0.000225707769,0.000267931611,0.000802284572,0.000545938344
2.4,31,0.001768749363,0.000207640331,0.001246207374,0.000013860025,-0.000101653772,0.007637637708,0.002514117198,0.00268601393,0.000395244824,-0.000047069931,0.00953357404,0.001321711407,0.000607538381,0.002556526221,-0.000271371479,0.004015303338,0.00291159698,0.003343160113,0.002932256023,0.001335139758
